,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,long,lat,street_number,route,neighborhood,postal_town,county,postal_code
23,06/01/2014,"74, NORTHWAY ESTATE, FINGLAS DUBLIN 11",,Dublin,"�85,510.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.3096733,53.39932599999999,74,Northway Estate,,Dublin 11,County Dublin,D11 P8E2
24,06/01/2014,"76 FITZWILLIAM QUAY, RINGSEND, DUBLIN 4",,Dublin,"�241,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.228281099999999,53.3414626,4,Fitzwilliam Quay,,Dublin 4,County Dublin,D04 AE70
25,06/01/2014,"8 ARDAGH AVE, BLACKROCK, DUBLIN",,Dublin,"�370,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1835156,53.284124,8,Ardagh Avenue,Galloping Green North,,County Dublin,A94 K268
26,06/01/2014,"APT 3, THE TURRETS, 84 UPPER RATHMINES RD DUBLIN 6",,Dublin,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2642799,53.3188767,84,Rathmines Road Upper,Rathmines,,County Dublin,
27,07/01/2014,"1 GAZELLE LANE, TYRELLSTOWN, DUBLIN 15",,Dublin,"�149,750.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3876471,53.4189069,1,Gazelle Lane,Tyrrelstown,,County Dublin,D15 VAP1
28,07/01/2014,"106 BALLYMUN RD, GLASNEVIN, DUBLIN 11",,Dublin,"�150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.2653173,53.3811019,106,Ballymun Road,Whitehall,Dublin 9,County Dublin,D09 R850
29,07/01/2014,"12 THE GALLOPS, MOORETOWN, SWORDS",,Dublin,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2402887,53.4626691,12,The Gallops,Windmill Lands,,County Dublin,
30,07/01/2014,"16 LIFFEY GLEN, LUCAN, DUBLIN",,Dublin,"�121,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4142991,53.35277199999999,16,Liffey Glen,Yellow Walls,,County Dublin,K78 D2P2
31,07/01/2014,"244 CHERRYWOOD LAWN, DUBLIN 22, DUBLIN",,Dublin,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4138917,53.31687789999999,244,Cherrywood Lawn,Fairview,Dublin 22,County Dublin,D22 KD34
32,07/01/2014,"27 RADCLIFFE HALL, ST JOHNS RD, DUBLIN 4",,Dublin,"�470,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2110794,53.32507649999999,,Saint John's Road,,Dublin 4,County Dublin,
33,07/01/2014,"31 ST PETERS RD, PHIBSBOROUGH, DUBLIN 7",,Dublin,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2768584,53.3624528,31,Saint Peter's Road,,Dublin 7,County Dublin,D07 FP1D
34,07/01/2014,"43 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18",,Dublin,"�160,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.145482299999999,53.2479619,,,,Dublin 18,County Dublin,
35,07/01/2014,"43 Tramway Court, Tallaght, Dublin",Dublin 24,Dublin,"�50,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3648152,53.2899442,,Old Blessington Road,Tallaght,Dublin 24,County Dublin,
36,07/01/2014,"5 PHOENIX TERRACE, BLACKROCK, DUBLIN",,Dublin,"�110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.1864998,53.3047469,5,Phoenix Terrace,Intake,,County Dublin,A94 T3F8
37,07/01/2014,"51 ARDGLAS, DUNDRUM, DUBLIN 16",,Dublin,"�599,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2401046,53.28337879999999,51,Ardglas,,Dublin 16,County Dublin,D16 X6C9
38,07/01/2014,"57 Tramway Court, Tallaght, Dublin",Dublin 24,Dublin,"�50,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.364903,53.290003,,Main Street,Tallaght,Dublin 24,County Dublin,
39,07/01/2014,"70 TEMPLE LAWNS, SANTRY, DUBLIN 9",,Dublin,"�99,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2468125,53.4046989,,Temple Lawns,Santry,,County Dublin,
40,07/01/2014,"APR 19, BLOCK C1, NEW SESKIN COURT",,Dublin,"�106,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3797237,53.2768996,,Killinarden Heights,Killinardan,Dublin 24,County Dublin,
41,07/01/2014,"Number 7 Belfort House, Sydenham Villas, Dundrum",Dublin 14,Dublin,"�398,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2392108,53.2891008,7,Sydenham Villas,Drummartin,,County Dublin,
42,08/01/2014,"11 Beechfield Close, Walkinstown",Dublin 12,Dublin,"�242,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3204366,53.3151338,11,Beechfield Close,Walkinstown,,County Dublin,D12 Y868
43,08/01/2014,"12 GEOFFREY KEATING RD, South Circular Road, DUBLIN 8",Dublin 8,Dublin,"�284,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.280655299999999,53.33536909999999,12,Geoffrey Keating Road,Saint Catherine's,Dublin 8,County Dublin,D08 V5W8
44,08/01/2014,"12 PAIRC NA CUILEANN, POPPINTREE, DUBLIN 11",,Dublin,"�132,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2755597,53.3957421,12,Páirc Na Cuileann,Ballymun,Dublin 11,County Dublin,D11 C996
45,08/01/2014,"1A Monksfield Grove, Clondalkin",Dublin 22,Dublin,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3764856,53.3220987,1A,Monksfield Grove,Knockmitten,Dublin 22,County Dublin,D22 W202
46,08/01/2014,"1A, KNOCKMEENAGH RD, NEWLANDS CROSS DUBLIN 22",,Dublin,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.388429100000001,53.3163081,22,Knockmeenagh Road,Bushelloaf,Dublin 22,County Dublin,D22 CX58
47,08/01/2014,"208 RATHBORNE COURT, ASHTOWN, DUBLIN 15",,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3253808,53.3782826,15,Rathborne Drive,,,County Dublin,D15 R902
48,08/01/2014,"3 Merrion Hall, Mount Merrion Ave, Blackrock",Dublin 3,Dublin,"�315,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2037806,53.2975377,,Mount Merrion Avenue,Merrion,,County Dublin,
49,08/01/2014,"30 BLACKHEATH GARDENS, CLONTARF, DUBLIN 3",,Dublin,"�575,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.201778099999999,53.3656015,30,Blackheath Gardens,Clontarf,Dublin 3,County Dublin,D03 HX89
50,08/01/2014,"4 MILLERS LANE, HILLSIDE, SKERRIES",,Dublin,"�271,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.114706099999999,53.5710704,4,Miller's Lane,Townparks,,County Dublin,K34 NY58
51,08/01/2014,"6 BARTON AVE, RATHFARNHAM, DUBLIN",,Dublin,"�330,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.2805385,53.289511,6,Barton Avenue,,Dublin 14,County Dublin,D14 N8P4
52,08/01/2014,"6 THE WALK, CARRICKMINES MANOR, GLENAMUCK RD",,Dublin,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1812241,53.2485067,,Glenamuck Road,,,County Dublin,18
53,08/01/2014,"8 FINNSLAWN, FINNSTOWN CLOISTERS, FINNSTOWN",,Dublin,"�192,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4531126,53.337537,8,Finnslawn,,,County Dublin,K78 RW64
54,08/01/2014,"83 Kincora Court, Clontarf",Dublin 3,Dublin,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1871466,53.3603015,83,Kincora Court,Clontarf,Dublin 3,County Dublin,D03 Y3V8
55,08/01/2014,"89 LARKHILL RD, DUBLIN 9, DUBLIN",,Dublin,"�156,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2460796,53.3877531,89,Larkhill Road,Whitehall,Dublin 9,County Dublin,D09 FH11
56,08/01/2014,"9 ORWELL PARK DALE, TEMPLEOGUE",Dublin 6w,Dublin,"�450,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3210385,53.2986259,9,Orwell Park Dale,Templeogue,Dublin 6W,County Dublin,D6W KD88
57,08/01/2014,"90 CLEARSTREAM COURT, MCKEE AVE, FINGLAS DUBLIN 11",,Dublin,"�153,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.299153,53.39266,90,Clearstream Court,Finglas North,,County Dublin,
58,08/01/2014,"Apartment 32 Belarmine Hall, Belarmine Avenue, Stepaside",Dublin 18,Dublin,"�185,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2216501,53.2616219,,Belarmine Avenue,,Dublin 18,County Dublin,
59,08/01/2014,"AVALON, GARRISTOWN, CO DUBLIN",,Dublin,"�191,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.384203599999999,53.5683672,,,Garristown,,County Dublin,
60,08/01/2014,"Greenhill Court Apartments, Greenhills Road, Tallaght",Dublin 24,Dublin,"�815,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.357191299999999,53.2888905,,,Tallaght,,County Dublin,D24 V678
61,09/01/2014,"1 MERTON WALK, MOUNT ST ANNES, MILLTOWN",,Dublin,"�780,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2524437,53.314773,1,Merton Walk,,Dublin 6,County Dublin,D06 KP27
62,09/01/2014,"10 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",,Dublin,"�163,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.367266799999999,53.3802949,10,Ashleigh Green,Castleknock,,County Dublin,
63,09/01/2014,"126 ST MAELRUANS PARK, TALLAGHT, DUBLIN 24",,Dublin,"�161,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3626682,53.2823337,126,Saint Maelruan's Park,Oldbawn,Dublin 24,County Dublin,D24 Y1ER
64,09/01/2014,"15 ST MARYS RD, EAST WALL, DUBLIN 3",,Dublin,"�132,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2337931,53.3525212,15,Saint Mary's Road,,Dublin 3,County Dublin,D03 F9N4
65,09/01/2014,"16  Castleland Park Avenue, Balbriggan",,Dublin,"�185,022.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1786353,53.5989943,16,Castleland Park Avenue,Castleland,,County Dublin,K32 YN82
66,09/01/2014,"21 THE MEWS, GRANITEFIELD, ROCHESTOWN AVE DUN LAOGHAIRE",,Dublin,"�223,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1431749,53.26974569999999,,Rochestown Avenue,Dún Laoghaire,,County Dublin,
67,09/01/2014,"30 MELVIN RD TERENURE, DUBLIN 6W, DUBLIN",,Dublin,"�440,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.289185,53.3140558,30,Melvin Road,,Dublin 6W,County Dublin,D6W WR40
68,09/01/2014,"33 CASTLEGATE GREEN, ADAMSTOWN CASTLE, ADAMSTOWN",,Dublin,"�193,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4578266,53.33836760000001,24,Castlegate Green,,,County Dublin,K78 XW21
69,09/01/2014,"38 THE ORCHARD, LEIXLIP RD, LUCAN",,Dublin,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4459026,53.3556548,3A,Esker Lodge,Esker North,,County Dublin,K78 RF98
70,09/01/2014,"43 CLONFERT RD, KIMMAGE, DUBLIN 12",,Dublin,"�82,369.52",Yes,No,Second-Hand Dwelling house /Apartment,,-6.3001869,53.3191786,43,Clonfert Road,,Dublin 12,County Dublin,D12 P8C8
71,09/01/2014,"43 CONQUER HILL RD, CLONTARF, DUBLIN",,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.190627699999999,53.3603912,43,Conquer Hill Road,Clontarf,Dublin 3,County Dublin,D03 P2R0
72,09/01/2014,"44 THE OAKS, HERBERT PARK LANE, BALLSBRIDGE DUBLIN 4",,Dublin,"�422,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,,,,
73,09/01/2014,"48 Beechill Avenue, Donnybrook",Dublin 4,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.234537599999999,53.3164609,48,Beech Hill Avenue,,Dublin 4,County Dublin,D04 A2K6
74,09/01/2014,"49 SMITHFIELD GATE, DUBLIN 7",,Dublin,"�136,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2779471,53.3485501,49,Smithfield,Smithfield,,County Dublin,D07 A034
75,09/01/2014,"68 RANELAGH VILLAGE, DUBLIN 6, DUBLIN",,Dublin,"�245,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2538847,53.3249548,68,Ranelagh,Ranelagh,,County Dublin,D06 V3F8
76,09/01/2014,"7 EAGLE HILL AVE, TERENURE, DUBLIN 6W",,Dublin,"�354,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2820841,53.3120691,7,Eagle Hill Avenue,,Dublin 6W,County Dublin,D6W PX48
77,09/01/2014,"85 CORDUFF PARK, BLANCHARDSTOWN, CO. DUBLIN",,Dublin,"�73,270.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.3808304,53.3990746,85,Corduff Park,Corduff,Dublin 15,County Dublin,D15 KP3X
78,09/01/2014,"88 TEMPLEVILLE RD, TERENURE, DUBLIN 6W",,Dublin,"�490,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3077705,53.3019998,88,Templeville Road,Templeogue,Dublin 6W,County Dublin,D6W P400
79,09/01/2014,"9 Loftus Close, Belmont, Stepaside",Dublin 18,Dublin,"�334,802.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2239688,53.2638317,9,Loftus Lane,Woodside,,County Dublin,
80,09/01/2014,"Apartment 16 Cedar Grove, Firhouse Road, Templeogue",Dublin 16,Dublin,"�196,035.24",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3420814,53.2816748,,Firhouse Road,Tymon South,,County Dublin,
81,09/01/2014,"APT 83, 25 WOLFE TONE ST, DUBLIN 1",,Dublin,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2678278,53.3493997,25,Wolfe Tone Street,North City,Dublin 1,County Dublin,D01 V202
82,09/01/2014,"DRUMELLA, CHURCH AVENUE, PORTMARNOCK",,Dublin,"�495,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1384851,53.4225204,,Saint Anne's Square,Burrow,,County Dublin,
83,09/01/2014,"Innishmaan, Channel Road, Rush",,Dublin,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.11217,53.51746,,Channel Road,,,County Dublin,
84,10/01/2014,"10 KINVARA AVE, NAVAN RD, DUBLIN 7",,Dublin,"�216,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.316940499999999,53.36908829999999,10,Kinvara Avenue,,Dublin 7,County Dublin,D07 P5X6
85,10/01/2014,"11 ST GATIENS COURT, WHITECHURCH RD, RATHFARNHAM DUBLIN 14",,Dublin,"�496,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2872623,53.2873981,11,Saint Gatien's Court,Willbrook,,County Dublin,
86,10/01/2014,"129 THE LINKS, ELMPARK, MERRION RD DUBLIN 4",,Dublin,"�235,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2074079,53.3138802,,Merrion Road,,Dublin 4,County Dublin,
87,10/01/2014,"130 THE LINKS, ELMPARK, MERRION RD DUBLIN 4",,Dublin,"�345,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2074079,53.3138802,,Merrion Road,,Dublin 4,County Dublin,
88,10/01/2014,"14 Barnwell Way, Barnwell, Hansfield",Dublin 15,Dublin,"�136,563.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4415274,53.3909962,14,Barnwell Way,Hansfield,Dublin 15,County Dublin,D15 WNN2
89,10/01/2014,"144 LITTLEPACE GALLOPS, CLONEE, DUBLIN 15",,Dublin,"�349,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4323899,53.4034121,144,Littlepace Gallops,Littlepace,,County Dublin,D15 W9Y8
90,10/01/2014,"15 TEMPLEVIEW ROW CLAREHALL, DUBLIN 13, DUBLIN",,Dublin,"�158,200.00",No,No,Second-Hand Dwelling house /Apartment,,-6.179449000000001,53.3995693,15,Temple View Row,,Dublin 13,County Dublin,D13 A5W6
91,10/01/2014,"18 THE ANCHORAGE, ROBSWALL, MALAHIDE",,Dublin,"�227,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.131047199999999,53.4439123,,The Crescent,Robswalls,,County Dublin,
92,10/01/2014,"19 MONKSFIELD LAWNS, CLONDALKIN, DUBLIN 22",,Dublin,"�160,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.375541699999999,53.3238693,19,Monksfield Lawns,Knockmitten,Dublin 22,County Dublin,D22 V677
93,10/01/2014,"1A GRACE PARK RD, DRUMCONDRA, DUBLIN 9",,Dublin,"�246,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.245014800000001,53.37121399999999,9,Grace Park Road,Drumcondra,Dublin 9,County Dublin,
94,10/01/2014,"23 BOOTERSTOWN WOOD, BOOTERSTOWN, DUBLIN 4",,Dublin,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.204387,53.2992523,,Booterstown Avenue,Merrion,,County Dublin,
95,10/01/2014,"24 Mallin Avenue, Rialto",Dublin 8,Dublin,"�88,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.290714599999999,53.3381783,24,Mallin Avenue,,Dublin 8,County Dublin,D08 H6Y2
96,10/01/2014,"24 TEMPLE MANOR GROVE, DUBLIN 12, DUBLIN",,Dublin,"�310,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3324788,53.3055993,24,Temple Manor Grove,Limekilnfarm,Dublin 12,County Dublin,D12 XKT5
97,10/01/2014,"27 CLOISTER WAY, CARYSFORT AVE, BLACKROCK",,Dublin,"�435,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1833626,53.29124359999999,27,Cloister Way,Stillorgan Park,,County Dublin,A94 X7X9
98,10/01/2014,"29 LINDSAY HOUSE, DEAN COURT, PATRICK ST DUBLIN 8",,Dublin,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2725557,53.3398733,,Patrick Street,The Liberties,Dublin 8,County Dublin,
99,10/01/2014,"3 Beverton Court, Donabate",,Dublin,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1586696,53.4879266,3,Beverton Court,Ballalease West,,County Dublin,
100,10/01/2014,"3 MANOR STREET, STONEYBATTER",Dublin 7,Dublin,"�92,400.00",No,No,Second-Hand Dwelling house /Apartment,,-6.282809299999999,53.3514747,3,Manor Street,,Dublin 7,County Dublin,D07 X054
101,10/01/2014,"3 MOYGLASS DR, LUCAN, DUBLIN",,Dublin,"�226,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.431407099999999,53.3444513,3,Moy Glas Drive,Esker South,,County Dublin,K78 D583
102,10/01/2014,"32 COURT APTS, WILTON PLACE, DUBLIN 2",,Dublin,"�207,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.248236299999999,53.33441759999999,,Wilton Place,,Dublin 2,County Dublin,
103,10/01/2014,"33 Seabrook, Brook Lane, Rush",,Dublin,"�199,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.108690999999999,53.5262283,,Brook Lane,,,County Dublin,
104,10/01/2014,"379 NORTH CIRCULAR RD, PHIBSBORO, DUBLIN 7",,Dublin,"�151,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2708744,53.3608138,379,North Circular Road,,,County Dublin,D07 T9T8
105,10/01/2014,"4 ST JOHNS RD, SANDYMOUNT, DUBLIN 4",,Dublin,"�1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.208264199999999,53.3245742,4,Saint John's Road,,Dublin 4,County Dublin,D04 KH26
106,10/01/2014,"415 COLLINSWOOD, DUBLIN 9, DUBLIN",,Dublin,"�297,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2355543,53.3814922,415,Collins Avenue,,Dublin 9,County Dublin,D09 C6F3
107,10/01/2014,"46, WILLIAMS PLACE SOUTH, DUBLIN 8",,Dublin,"�104,690.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.272797199999999,53.3355178,46,Williams Place South,Portobello,Dublin 8,County Dublin,D08 H5K0
108,10/01/2014,"5 GRIFFEEN GLEN, LUCAN, COURTYARD",,Dublin,"�185,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4362904,53.3399554,5,Griffeen Glen Dale,,,County Dublin,K78 H727
109,10/01/2014,"5 PINETREE GROVE, KILNAMANAGH, DUBLIN 24",,Dublin,"�163,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.371146899999999,53.3006828,5,Pinetree Grove,Kingswood,Dublin 24,County Dublin,D24 C2VY
110,10/01/2014,"6 BOTANIC HALL, ADDISON PARK, GLASNEVIN DUBLIN 11",,Dublin,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.271907,53.3725493,,,Glasnevin,Dublin 9,County Dublin,D09 VY63
111,10/01/2014,"60 NEW ROW SQ, NEW ROW SOUTH, DUBLIN 8",Dublin 8,Dublin,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2751392,53.3382456,60,New Row Square,,Dublin 8,County Dublin,
