,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,long,lat,street_number,route,neighborhood,postal_town,county,postal_code
1239,30/01/2015,"82 MEADOW PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"�398,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2624149,53.2877641,82,Meadow Park,Churchtown Upper,Dublin 14,County Dublin,D14 F765
1240,30/01/2015,"83 SHELBOURNE VILLAGE, RINGSEND RD, DUBLIN 4",Dublin 4,Dublin,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2353345,53.3418769,21,Ringsend Road,,,County Dublin,
1241,30/01/2015,"9 RUTLEDGE TERRACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"�565,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2815828,53.3342012,9,Rutledge Terrace,Saint Catherine's,Dublin 8,County Dublin,D08 K61F
1242,30/01/2015,"9 TEMPLEVIEW CLOSE, CLARE HALL, MALAHIDE RD DUBLIN 13",Dublin 13,Dublin,"�285,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1767873,53.4008929,9,Temple View Close,,Dublin 13,County Dublin,D13 C3X7
1243,30/01/2015,"9 THE HEIGHTS, SKERRIES ROCK ESTATE, SKERRIES",,Dublin,"�312,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1237971,53.57914290000001,9,The Heights,,,County Dublin,K34 K603
1244,30/01/2015,"9 WINGFIELD, CORKE ABBEY, BRAY",,Dublin,"�361,233.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.113270699999999,53.211645,Wingfield,Corke Abbey,Cork Great,,County Dublin,
1245,30/01/2015,"Apartment No.23 Waterside Drive, Waterside, Malahide Road",,Dublin,"�198,238.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-74.0323782,40.8548833,26,Waterside Drive,,,New Jersey,07643
1246,30/01/2015,"Apartments and Smyths Public House, 75/77 Ranelagh",Dublin 6,Dublin,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2524937,53.32409639999999,75-77,Ranelagh,Ranelagh,Dublin 6,County Dublin,D06 A7X0
1247,30/01/2015,"APT 12, 28 NORTH FREDERICK ST, DUBLIN 1",Dublin 1,Dublin,"�1,535,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.264705900000001,53.3553028,28,Frederick Street North,Rotunda,Dublin 1,County Dublin,D01 HK11
1248,30/01/2015,"APT 6, 6 MOUNTJOY SQ, DUBLIN 1",Dublin 1,Dublin,"�117,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.255783399999999,53.356275,6,Mountjoy Square,Mountjoy,Dublin 1,County Dublin,
1249,30/01/2015,"APT 78, PARKLANDS COURT, BALLYCULLEN DUBLIN 24",Dublin 24,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3410535,53.2748445,24,Parklands Court,,,County Dublin,
1250,30/01/2015,"BEECH CREST, TOWER STREET, HANDPARK",,Dublin,"�120,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,,,,
1251,30/01/2015,"CRUAGH, ROCKBROOK, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"�600,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3031793,53.2539288,16,Cruagh Road,Jamestown,,County Dublin,
1252,30/01/2015,"GRANGE COTTAGE, OLD GRANGE AVENUE, MONASTEREVAN",,Dublin,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,,-7.05166,53.14836,,Old Grange Avenue,Barraderra,,County Kildare,
1253,30/01/2015,"No. 11 Linnett, Barnageeragh Cove, Barnageeragh",,Dublin,"�295,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1389768,53.5847736,11,Linnett,Barnageera,,County Dublin,K34 RH97
1254,30/01/2015,"ROSLYN, 4 KNAPTON LAWN, DUN LAOGHAIRE",,Dublin,"�800,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1447391,53.29119189999999,,Knapton Lawn,Dún Laoghaire,,County Dublin,
1255,31/01/2015,"6 OLD FARM, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"�120,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.393027,53.3761683,,Carpenterstown Road,Carpenterstown,Dublin 15,County Dublin,
1256,31/01/2015,"APT 8, 4 HERBERTON STREET, HERBERTON",,Dublin,"�125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.292050499999999,53.3377857,4,Herberton Street,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,D08 VW14
1257,01/02/2015,"65 BALFE AVE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"�209,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.320863999999999,53.3198333,65,Balfe Avenue,Walkinstown,,County Dublin,D12 EY86
1258,02/02/2015,"1 Hillcrest, St Brigids Church Road, Stillorgan",,Dublin,"�524,229.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1948889,53.2841584,,Saint Brigid's Church Road,Stillorgan,,County Dublin,
1259,02/02/2015,"10 PARKVIEW, ROBSWALL, MALAHIDE",,Dublin,"�175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.134395899999999,53.4443968,10,Parkview,Robswalls,,County Dublin,K36 F209
1260,02/02/2015,"108 Clonliffe Avenue, Ballybough, Dublin 3",Dublin 3,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2465731,53.3604627,108,Clonliffe Avenue,Ballybough,,County Dublin,D03 F766
1261,02/02/2015,"11 SHERLOCK TERRACE, SKERRIES, DUBLIN",,Dublin,"�635,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1078779,53.5805519,31,R128,Townparks,,County Dublin,
1262,02/02/2015,"126 CASTLECOURT, KILGOBBIN WOODS, STEPASIDE",Dublin 18,Dublin,"�267,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2061379,53.2595305,126,Castle Court,Murphystown,,County Dublin,
1263,02/02/2015,"13 MONALOE DRIVE, DEANSGRANGE, BLACKROCK",,Dublin,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.152698699999999,53.2673968,13,Monaloe Drive,Deansgrange,,County Dublin,A94 N1F1
1264,02/02/2015,"13 THORNVILLE ROAD, KILBARRACK, DUBLIN 5",,Dublin,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.155381299999999,53.3875806,13,Thornville Road,Donaghmede,Dublin 5,County Dublin,D05 W958
1265,02/02/2015,"15 THE COURTYARD, CLONSILLA, DUBLIN 15",,Dublin,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4031338,53.381275,15,The Courtyard,Porterstown,,County Dublin,
1266,02/02/2015,"161 CEANNT FORT, MOUNT BROWN, DUBLIN 8",Dublin 8,Dublin,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2973513,53.3411675,161,Ceannt Fort,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,
1267,02/02/2015,"19 ASH ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2772007,53.3403565,19,Ash Street,The Liberties,Dublin 8,County Dublin,D08 DYR2
1268,02/02/2015,"21 THE OAKS, RIDGEWOOD, FOREST RD",,Dublin,"�237,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2441264,53.4453908,21,The Oaks,,,County Dublin,K67 WK79
1269,02/02/2015,"22 COLLINS PARK, COLLINS AVE, DUBLIN 9",Dublin 9,Dublin,"�385,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2224317,53.3777424,22,Collins Park,,,County Dublin,
1270,02/02/2015,"25 Slade Castle Walk, Saggart",,Dublin,"�135,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.4450845,53.2781611,,Slade Castle Avenue,Moneyatta Commons,,County Dublin,D24 CDP2
1271,02/02/2015,"25 Southdene, Monkstown Valley, Monkstown",,Dublin,"�355,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1590932,53.2929842,25,Monkstown Valley,Mountashton,,County Dublin,A94 N4N8
1272,02/02/2015,"27 EDENMORE GROVE, RAHENY, DUBLIN 5",,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1831821,53.3860946,27,Edenmore Grove,,Dublin 5,County Dublin,D05 TR99
1273,02/02/2015,"31 THE CRESCENT, LARCH HILL, SANTRY",,Dublin,"�130,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.228438799999999,53.4002841,31,The Crescent,Kilmore,Dublin 17,County Dublin,D17 P112
1274,02/02/2015,"32 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD DUBLIN 20",Dublin 20,Dublin,"�277,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.346216699999999,53.346636,,Saint Laurence's Road,,Dublin 20,County Dublin,
1275,02/02/2015,"37 BAYSIDE SQ EAST, SUTTON, DUBLIN 13",Dublin 13,Dublin,"�349,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.139495,53.3902087,37,Bayside Square East,Kilbarrack Lower,Dublin 13,County Dublin,D13 DW26
1276,02/02/2015,"37 KILLESTER PARK, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2067602,53.37670499999999,37,Killester Park,Clontarf West,Dublin 5,County Dublin,D05 T8W6
1277,02/02/2015,"42 WYCKHAM PLACE, WYCKHAM BYPASS, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"�410,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2432234,53.28117839999999,,Wyckham Way,,Dublin 16,County Dublin,D16 P640
1278,02/02/2015,"42 YELLOW MEADOWS DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3791753,53.3268925,42,Yellow Meadows Drive,Yellowmeadows,Dublin 22,County Dublin,D22 K0H2
1279,02/02/2015,"44 CROMLECH FIELDS, LOUGHLINSTOWN, DUBLIN",,Dublin,"�230,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1237067,53.24456199999999,44,Cromlech Fields,Glenageary,,County Dublin,A96 P5C2
1280,02/02/2015,"5 The Apex, Kilmainham Lane",Dublin 8,Dublin,"�295,550.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3062396,53.3417731,,Kilmainham Lane,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,
1281,02/02/2015,"52 FAIRVIEW CLOSE, RICHMOND AVE, FAIRVIEW DUBLIN 3",Dublin 3,Dublin,"�230,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.243116499999999,53.36365559999999,52,Fairview Close,,,County Dublin,
1282,02/02/2015,"6 Boyd Avenue, Honeypark, Dun Laoghaire",,Dublin,"�645,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1452823,53.27886170000001,6,Boyd Avenue,Honeypark,,County Dublin,A96 F6V4
1283,02/02/2015,"61 Seabrook, Brook Lane, Rush",,Dublin,"�224,670.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.108690999999999,53.5262283,,Brook Lane,,,County Dublin,
1284,02/02/2015,"61 ST SAMSONS SQ, BALGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"�255,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1725952,53.4082557,13,Saint Samson's Court,Balgriffin,,County Dublin,D13 HF67
1285,02/02/2015,"69 TEMPLEVILLE RD, TERENURE, DUBLIN 6W",,Dublin,"�550,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.304845299999999,53.30160550000001,69,Templeville Road,Templeogue Village,,County Dublin,
1286,02/02/2015,"73 FORBES QUAY, DUBLIN",Dublin 2,Dublin,"�422,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2382597,53.3448611,73,Forbes Street,Dublin Docklands,,County Dublin,
1287,02/02/2015,"76 Castleway, Golden Lane, Dublin 8",Dublin 8,Dublin,"�680,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.268847699999999,53.3406829,1-9,Golden Lane,,Dublin 8,County Dublin,D08 KX49
1288,02/02/2015,"8 ARDBEG CRESCENT, ARTANE, DUBLIN 5",Dublin 5,Dublin,"�335,700.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2047729,53.38624280000001,8,Ardbeg Crescent,,Dublin 5,County Dublin,D05 X8P8
1289,02/02/2015,"8 bracken Park drive, castleknock",Dublin 15,Dublin,"�682,819.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,-6.3767406,53.372414,8,Bracken Park Drive,Carpenterstown,Dublin 15,County Dublin,D15 N122
1290,02/02/2015,"9 MANOR HALL, MOUNT BROWN, DUBLIN 8",Dublin 8,Dublin,"�182,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2961345,53.3419884,8,Mount Brown,Kilmainham,Dublin 8,County Dublin,
1291,02/02/2015,"90 GEORGES AVE, BLACKROCK, DUBLIN",,Dublin,"�445,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1821978,53.29887770000001,90,George's Avenue,Blackrock,,County Dublin,A94 N767
1292,02/02/2015,"Apartment 9  Lagan House, Custom House Quay, IFSC",Dublin 1,Dublin,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.245461199999999,53.3494643,,,,Dublin 1,County Dublin,
1293,02/02/2015,"APT 4, 21-22 LOWER DORSET ST, DUBLIN 1",,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.262379699999999,53.35840469999999,21-22,Dorset Street Lower,Rotunda,Dublin 1,County Dublin,D01 E9N9
1294,02/02/2015,"APT 5, 6 USHERS QUAY, DUBLIN 8",Dublin 8,Dublin,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.276687799999999,53.3453002,6,Usher's Quay,Usher's Quay,Dublin 8,County Dublin,D08 A527
1295,02/02/2015,"COLDWINTERS, BALLYBOUGHAL, DUBLIN",,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1990744,53.50255989999999,,,Coldwinters,,County Dublin,
1296,03/02/2015,"10 Applewood Grove, Applewood, Swords",,Dublin,"�56,629.00",No,No,Second-Hand Dwelling house /Apartment,,-6.233424599999999,53.4717246,10,Applewood Grove,,,County Dublin,K67 EW99
1297,03/02/2015,"11 BEVERTON GARDENS, BEVERTON, DONABATE",,Dublin,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1592596,53.49060679999999,11,Beverton Gardens,Beaverstown,,County Dublin,K36 NP80
1298,03/02/2015,"11 Tournville Lodge, Church Lane, Rathfarnham",Dublin 14,Dublin,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2860819,53.2995901,11,Tournville Lodge,,Dublin 14,County Dublin,D14 TW14
1299,03/02/2015,"112 MELLOWES RD, FINGLAS DUBLIN 11, DUBLIN",Dublin 11,Dublin,"�167,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.314165,53.3907651,112,Mellowes Road,,Dublin 11,County Dublin,D11 R6F2
1300,03/02/2015,"13 HYACINTH ST, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.242264,53.3559843,13,Hyacinth Street,,,County Dublin,D03 HP11
1301,03/02/2015,"13 South Circular Road, Dublin 8",Dublin 8,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2692185,53.3322553,13,South Circular Road,Portobello,Dublin 8,County Dublin,D08 R6K0
1302,03/02/2015,"131 TONLEGEE RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"�315,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1863778,53.3908072,131,Tonlegee Road,Donaghmede,Dublin 5,County Dublin,D05 A3K8
1303,03/02/2015,"14 Hollywell Manor, Swords",,Dublin,"�146,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2133958,53.44221580000001,14,Holywell Manor,Marshallstown,,County Dublin,
1304,03/02/2015,"15 ADAIR, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2231593,53.3273993,,Sandymount Avenue,Ballsbridge,Dublin 4,County Dublin,
1305,03/02/2015,"16 ABBEYFIELD, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2465207,53.3155273,16,Abbeyfield,,,County Dublin,
1306,03/02/2015,"16 Cremona Road, Ballyfermot",Dublin 10,Dublin,"�169,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.338329900000001,53.34012,16,Cremona Road,Decies,Dublin 10,County Dublin,D10 EA39
1307,03/02/2015,"16 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"�185,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.379064199999999,53.3244032,16,Woodford Downs,Knockmitten,Dublin 22,County Dublin,D22 V291
1308,03/02/2015,"18 RATHMINES WOOD, ARDEE RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2681549,53.3252445,,Ardee Road,Rathmines,Dublin 6,County Dublin,
1309,03/02/2015,"19 BELFRY CRESCENT, CITYWEST, DUBLIN 24",Dublin 24,Dublin,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4126824,53.2773283,19,Belfry Crescent,Gibbons,,County Dublin,
1310,03/02/2015,"2 GREENDALE AVE, RAHENY, DUBLIN 5",Dublin 5,Dublin,"�475,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1493109,53.3843626,2,Greendale Avenue,Donaghmede,Dublin 5,County Dublin,D05 PW74
1311,03/02/2015,"24 SAPHIRE, THE GRANGE, BREWERY RD",,Dublin,"�520,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1928322,53.2803992,,Brewery Road,Stillorgan,,County Dublin,
1312,03/02/2015,"263 Richmond Road, Fairview",Dublin 3,Dublin,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.24327,53.3630442,263,Richmond Road,Ballybough,Dublin 3,County Dublin,D03 E865
1313,03/02/2015,"28 EUGENE ST, CORK ST, DUBLIN 8",Dublin 8,Dublin,"�153,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2867779,53.33563960000001,28,Eugene Street,Saint Catherine's,Dublin 8,County Dublin,D08 HKT5
1314,03/02/2015,"30 DUNAWLEY GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4043645,53.3257785,30,Dunawley Grove,Clonburris Great,Dublin 22,County Dublin,D22 DX46
1315,03/02/2015,"309 HAMPTON LODGE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"�258,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.244793,53.376076,,Grace Park Road,Whitehall,,County Dublin,
1316,03/02/2015,"36 The Elms, Ridgewood, Swords",,Dublin,"�207,048.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.2514598,53.4475488,36,The Elms,Rathingle,,County Dublin,K67 HD82
1317,03/02/2015,"37 GLEN PARK DR, WOODFARM COURT, PALMERSTOWN DUBLIN 20",Dublin 20,Dublin,"�245,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3805488,53.35541850000001,37,Glenpark Drive,,Dublin 20,County Dublin,D20 HF38
1318,03/02/2015,"39 Brandon Square, Blanchardstown, DUBLIN 15",Dublin 15,Dublin,"�273,128.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3642768,53.39197859999999,39,Brandon Square,Sheephill,,County Dublin,D15 FW18
1319,03/02/2015,"39 THE GROVE, BETTYGLEN, RAHENY DUBLIN 5",Dublin 5,Dublin,"�380,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1636256,53.37547490000001,39,The Grove,Donaghmede,Dublin 5,County Dublin,D05 T329
1320,03/02/2015,"42 Brandon square, Waterville, Blanchardstown",Dublin 15,Dublin,"�273,127.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3642286,53.3918124,42,Brandon Square,Sheephill,,County Dublin,D15 YV60
1321,03/02/2015,"4, Mary Street",Dublin 1,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,,,,
1322,03/02/2015,"54 & 55, Mary Street",Dublin 1,Dublin,"�660,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2677194,53.34870129999999,55,Mary Street,North City,Dublin 1,County Dublin,D01 DH76
1323,03/02/2015,"55 KILLAKEE AVE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"�347,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3444398,53.2800922,55,Killakee Avenue,Tallaght,Dublin 24,County Dublin,D24 A9XE
1324,03/02/2015,"58 KILDONAN RD, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,"�147,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3140382,53.3938175,58,Kildonan Road,,Dublin 11,County Dublin,D11 E8W9
1325,03/02/2015,"6 7 8 and 9, Mary Street",Dublin 1,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,,,,
1326,03/02/2015,"6A COIS TRA, KILBUSH LANE, RUSH",,Dublin,"�235,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.0879318,53.5232879,6,Cois Trá,Rush,,County Dublin,K56 KX28
1327,03/02/2015,"7 ANNALY COURT, ONGAR WOOD, ONGAR",Dublin 15,Dublin,"�140,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4347959,53.3924223,7,Annaly Court,Hansfield,,County Dublin,
1328,03/02/2015,"7 HUNTSTOWN GREEN, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4107023,53.4010338,7,Huntstown Green,Blakestown,Dublin 15,County Dublin,D15 RPK5
1329,03/02/2015,"74 PARKLANDS, SANTRY, DUBLIN 9",Dublin 9,Dublin,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.250522600000001,53.4067866,74,Parklands,Santry,,County Dublin,
1330,03/02/2015,"9 Clonshaugh Green, Clonshaugh, Dublin 17",Dublin 17,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.209056,53.4025016,9,Clonshaugh Green,Clonshagh,,County Dublin,D17 PH63
1331,03/02/2015,"92 Galtymore Drive, Drimnagh, Dublin 12",Dublin 12,Dublin,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.308996899999999,53.3343225,92,Galtymore Drive,,Dublin 12,County Dublin,D12 RR82
1332,03/02/2015,"Apartment 11, Comerford's Cross, Portmarnock",Dublin 13,Dublin,"�274,995.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1316039,53.42560839999999,,,,,County Dublin,
1333,03/02/2015,"APARTMENT 27, HENRIETTA HALL, BOLTON STREET",,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2694322,53.3521307,,Bolton Street,,Dublin 1,County Dublin,
1334,03/02/2015,"Apt 7, 39-40 Upper dorset st, dublin",Dublin 1,Dublin,"�173,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.265538299999999,53.3553491,39/40,Dorset Street Upper,Rotunda,Dublin 1,County Dublin,D01 RH66
1335,03/02/2015,"Aughras, 5 Rathmichael Dales, Ferndale Road",Dublin 18,Dublin,"�1,240,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1393909,53.232931,5,Rathmichael Dales,Rathmichael,,County Dublin,
1336,03/02/2015,"GORT NA NEAN, DUBLIN RD, SHANKILL",Dublin 18,Dublin,"�670,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1673994,53.26748629999999,,Gort Na Mona Drive,Cornelscourt,,County Dublin,
1337,04/02/2015,"10 Harcourt Street, Dublin 2",Dublin 2,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2633722,53.336884,10,Harcourt Street,,Dublin 2,County Dublin,D02 X259
1338,04/02/2015,"10 THE AVENUE, MELROSE PARK, KINSEALY",,Dublin,"�260,278.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2058538,53.44635719999999,10,The Avenue,,,County Dublin,K67 EE76
1339,04/02/2015,"100 BUTTERFIELD PARK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"�610,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.294075299999999,53.2905811,100,Butterfield Park,,Dublin 14,County Dublin,D14 AE83
1340,04/02/2015,"100A LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"�540,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2613993,53.296639,14,Landscape Park,Rathmines Little,Dublin 14,County Dublin,D14 CH72
1341,04/02/2015,"102 BERTRAM COURT, CHRISTCHURCH, DUBLIN 8",Dublin 8,Dublin,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2710602,53.34351299999999,,Christchurch Place,Wood Quay,Dublin 8,County Dublin,
1342,04/02/2015,"11 COLDWATER LAKES, SAGGART, DUBLIN",Dublin 24,Dublin,"�525,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.439562400000001,53.27895090000001,11,Coldwater Lakes,Moneyatta Commons,,County Dublin,D24 X452
1343,04/02/2015,"117 HAROLDS CROSS RD, HAROLDS CROSS, DUBLIN 6",,Dublin,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.278012,53.32528720000001,117,Harold's Cross Road,,,County Dublin,
1344,04/02/2015,"12 BIRCHDALE PARK, SWORDS, DUBLIN",,Dublin,"�140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.1937403,53.4456874,12,Birchdale Park,Auburn,,County Dublin,K67 KT53
1345,04/02/2015,"129 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"�570,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2400631,53.3670005,129,Philipsburgh Avenue,Ballybough,Dublin 3,County Dublin,D03 X3Y1
1346,04/02/2015,"131 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"�322,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.240066199999999,53.36705869999999,131,Philipsburgh Avenue,Ballybough,Dublin 3,County Dublin,D03 T2T9
1347,04/02/2015,"16 Cross Trees, Howth",,Dublin,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.0645872,53.3832594,16,Crosstrees,,,County Dublin,D13 XD89
1348,04/02/2015,"18 ASHFIELD PARK, TERENURE, DUBLIN 6W",,Dublin,"�705,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2836734,53.3152841,18,Ashfield Park,,Dublin 6W,County Dublin,D6W PC96
