,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,long,lat,street_number,route,neighborhood,postal_town,county,postal_code
27,05/01/2016,"42 OAK WAY, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"�267,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4018861,53.3130222,42,Oak Way,Gibraltar,Dublin 22,County Dublin,D22 EW44
28,05/01/2016,"43 GRIFFITH HALL, GLANDORE RD, MARINO DUBLIN 9",Dublin 9,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.221719999999999,53.3762847,43,Collins Avenue,Clontarf,,County Dublin,D09 V3F4
29,05/01/2016,"5 WILLOW GROVE, GREENPARK, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.400216899999999,53.3130298,5,Willow Grove,Brideswell Commons,Dublin 22,County Dublin,D22 T2R7
30,05/01/2016,"75 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.303868899999999,53.3390433,,,Saint James' (part of Phoenix Park),,County Dublin,
31,05/01/2016,"8 RICHMOND ROAD, FAIRVIEW, DUBLIN 3",,Dublin,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.254643499999999,53.3685813,8,Richmond Road,Ballybough,Dublin 3,County Dublin,D03 WV02
32,05/01/2016,"APT 6, BLOCK 1, KILMAINHAM SQ DUBLIN 8",Dublin 8,Dublin,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.301145699999999,53.3418679,8,Kilmainham Lane,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,
33,06/01/2016,"1 AUBURN VILLAS, RATHGAR RD, DUBLIN 6",Dublin 6,Dublin,"�940,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2721918,53.3143599,1,Auburn Villas,Rathfarnham,,County Dublin,
34,06/01/2016,"1 CHESTNUT PARK, WESTMINSTER PARK, FOXROCK",Dublin 18,Dublin,"�550,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1782289,53.274111,1,Chestnut Park,,,County Dublin,D18 X9F6
35,06/01/2016,"104 The Kilns, Portmarnock",Dublin 13,Dublin,"�266,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1502519,53.4193726,58,Station Road,Portmarnock,Portmarnock,County Dublin,
36,06/01/2016,"11 CORBALLY RISE, WESTBROOK GLEN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.425249300000001,53.27658880000001,11,Corbally Rise,Gibbons,Dublin 24,County Dublin,D24 CD5D
37,06/01/2016,"14 NORFOLK RD, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.277709499999999,53.3624628,14,Norfolk Road,,,County Dublin,D07 CX77
38,06/01/2016,"175 Old Distillery, Beresford Street, Dublin 7",Dublin 7,Dublin,"�232,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2725668,53.3490636,29,Anne Street North,,Dublin 7,County Dublin,
39,06/01/2016,"19 THE MILLS, EDENMORE PARK, RAHENY DUBLIN 5",Dublin 5,Dublin,"�132,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1793777,53.38863929999999,,Edenmore Park,Donaghmede,Dublin 5,County Dublin,
40,06/01/2016,"21 CARRICKHILL WALK, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"�512,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1283941,53.4326429,21,Carrickhill Walk,Carrickhill,,County Dublin,D13 KN23
41,06/01/2016,"25 AILESBURY RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"�3,525,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2197087,53.3198559,25,Ailesbury Road,Ballsbridge,,County Dublin,D04 V2V9
42,06/01/2016,"46 SOUTH LOTTS RD, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"�460,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.232702,53.3397199,46,South Lotts Road,,Dublin 4,County Dublin,D04 W573
43,06/01/2016,"48 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"�470,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1878945,53.3683712,48,Mount Prospect Drive,Clontarf,Dublin 3,County Dublin,D03 XW82
44,06/01/2016,"5 NICHOLAS AVENUE, CHURCH STREET, DUBLIN 7",,Dublin,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.27546,53.3495132,5,Nicholas Avenue,Smithfield,,County Dublin,D07 W1A2
45,06/01/2016,"51 COOLATREE RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.227907300000001,53.3845396,51,Coolatree Road,,Dublin 9,County Dublin,D09 PP62
46,06/01/2016,"56 TEMPLEOGUE WOOD, TEMPLEOGUE, DUBLIN 6W",,Dublin,"�580,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.315845599999999,53.2966863,56,Templeogue Wood,Templeogue,Dublin 6W,County Dublin,D6W HC44
47,06/01/2016,"6 Camac View, Kilmainham, Dublin 8",Dublin 8,Dublin,"�301,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.300556500000001,53.34190539999999,,,Saint James' (part of Phoenix Park),Dublin 8,County Dublin,
48,06/01/2016,"8 The Crescent, Millers Glen, Swords",,Dublin,"�259,868.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,-6.212884,53.463683,8,The Crescent,,,County Dublin,K67 NN82
49,06/01/2016,"APT 1B, BEDFORD COURT, LOWER KIMMAGE RD DUBLIN 6W",,Dublin,"�130,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2919637,53.3178932,,,,,County Dublin,
50,06/01/2016,"DRAYTON MEWS, MONKSTOWN RD, MONKSTOWN",,Dublin,"�900,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1579912,53.2941504,,Monkstown Road,Mountashton,,County Dublin,
51,06/01/2016,"NAVICULA, OLD PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"�815,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.156023999999999,53.41987169999999,,,,,County Dublin,
52,07/01/2016,"1 WHITES VILLAS, DALKEY, DUBLIN",,Dublin,"�100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.1040877,53.2789331,1,White's Villas,Dalkey,,County Dublin,A96 XF58
53,07/01/2016,"10 ROEBUCK HALL, ROEBUCK RD, CLONSKEAGH",Dublin 14,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2192623,53.29950359999999,14,Roebuck Road,Stillorgan,,County Dublin,
54,07/01/2016,"10 THE FULMAR, BARNAGEERAGH COVE, SKERRIES",,Dublin,"�277,533.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1391231,53.58444069999999,10,Fulmar,Barnageera,,County Dublin,K34 Y768
55,07/01/2016,"101 MARIAN RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"�494,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.297669,53.2906054,101,Marian Road,,,County Dublin,D14 C9Y0
56,07/01/2016,"13 OAKWOOD PARK, DUBLIN 11, DUBLIN",Dublin 11,Dublin,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.287782099999999,53.396662,13,Oakwood Park,,,County Dublin,D11 NR29
57,07/01/2016,"14 CHAPEL FARM COPSE, LUSK, DUBLIN",,Dublin,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1745687,53.5229522,14,Chapel Farm Copse,Lusk,,County Dublin,K45 HA24
58,07/01/2016,"15 CASTLE PARK, SWORDS, DUBLIN",,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2136029,53.4561733,15,Castle Park,Swords Demesne,,County Dublin,K67 VX07
59,07/01/2016,"15 Melville Park, Clock 17 Cityside, Meakestown  Finglas",Dublin 1,Dublin,"�176,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,-6.2959222,53.4013867,15,Melville Park,Jamestown Little,,County Dublin,
60,07/01/2016,"17 Parkside Avenue, Parkside, Malahide Road",Dublin 13,Dublin,"�288,539.64",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.167809399999999,53.4074123,,,Donaghmede,,County Dublin,
61,07/01/2016,"18 GLENMALURE PARK, CIRCULAR RD SOUTH, RIALTO",Dublin 8,Dublin,"�330,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2979496,53.3370213,18,Glenmalure Park,,Dublin 8,County Dublin,D08 C7XF
62,07/01/2016,"2 LOHUNDA DALE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4039727,53.386505,2,Lohunda Dale,,,County Dublin,D15 E29W
63,07/01/2016,"20 MILLTOWN HILL, MILLTOWN, DUBLIN 6",,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2467346,53.3127757,,Milltown Road,Rathmines,,County Dublin,
64,07/01/2016,"23 PROSPECT MEADOWS, RATHFARNHAM, STOCKING LANE DUBLIN 16",Dublin 16,Dublin,"�475,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2995962,53.275575,23,Prospect Meadows,,,County Dublin,D16 N9X9
65,07/01/2016,"23 WOODBROOK HALL, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"�247,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4010776,53.3769804,23,Woodbrook Hall,Porterstown,,County Dublin,
66,07/01/2016,"27 BIRCHWOOD HEIGHTS, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"�176,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.384496,53.2900581,27,Birchwood Heights,,Dublin 24,County Dublin,D24 A43Y
67,07/01/2016,"28 CEDARMOUNT RD, MOUNT MERRION, DUBLIN",,Dublin,"�650,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2148965,53.2931216,28,Cedarmount Road,Mountmerrion,,County Dublin,A94 F7X6
68,07/01/2016,"29 WOODS END, RIVER RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.369865799999999,53.38506109999999,,River Road,,Dublin 15,County Dublin,
69,07/01/2016,"30 Coopers Wood, Kinsealy",,Dublin,"�405,286.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.1719234,53.42504659999999,30,Chapel Road,Kinsealy,,County Dublin,K36 XC92
70,07/01/2016,"30 MOUNT SANDFORD, MILLTOWN RD, SANDFORD DUBLIN 6",Dublin 6,Dublin,"�410,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.242719399999999,53.3172638,30,Mount Sandford,Rathmines,Dublin 6,County Dublin,D06 X8N1
71,07/01/2016,"31 CRESCENT PLACE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"�220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.2266099,53.3660787,31,Crescent Place,Clontarf,Dublin 3,County Dublin,D03 V602
72,07/01/2016,"33 FORGE AVENUE, THE FORGE, LUSK",,Dublin,"�355,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1644624,53.5206749,33,Forge Avenue,Racecourse Common,,County Dublin,K45 TE96
73,07/01/2016,"33 Leinster Avenue, Strand Road North, Dublin 3",Dublin 3,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2383067,53.3589215,33,Leinster Avenue,North Dock,,County Dublin,
74,07/01/2016,"4 Belarmine Walk, Stepaside, Dublin 18",Dublin 18,Dublin,"�462,555.06",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,-6.216270499999999,53.2582737,,Belarmine Avenue,,,County Dublin,
75,07/01/2016,"43 SOUTH CIRCULAR ROAD, DUBLIN 8, DUBLIN",,Dublin,"�920,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.270736299999999,53.3321522,43,South Circular Road,Portobello,Dublin 8,County Dublin,D08 P659
76,07/01/2016,"5 KILLALA RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.298207499999999,53.36477499999999,5,Killala Road,Cabra West,,County Dublin,D07 K0N4
77,07/01/2016,"55 DRUMFIN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"�145,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3601291,53.3443178,55,Drumfinn Road,Drumfinn,Dublin 10,County Dublin,D10 TW31
78,07/01/2016,"6 Diswellstown Green, Hamilton Park, Castleknock",Dublin 15,Dublin,"�348,017.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.3842596,53.3702678,,Diswellstown Road,Carpenterstown,,County Dublin,
79,07/01/2016,"64 MARLBOROUGH COURT, MARLBOROUGH ST, DUBLIN 1",Dublin 1,Dublin,"�232,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2585885,53.3510919,64,Marlborough Street,North City,Dublin 1,County Dublin,
80,07/01/2016,"7 CHURCHILL TERRACE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"�805,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.222459199999999,53.3280869,7,Churchill Terrace,Ballsbridge,Dublin 4,County Dublin,D04 EK07
81,07/01/2016,"APT 3, 288 RATHMINES RD LOWER, RATHMINES DUBLIN 6",Dublin 6,Dublin,"�200,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2653406,53.3221424,288,Rathmines Road Lower,Rathmines,,County Dublin,D06 WN88
82,07/01/2016,"Apt 54, 109 Parnell Street",Dublin 1,Dublin,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.257868299999999,53.3538064,109,Parnell Street,Rotunda,Dublin 1,County Dublin,
83,07/01/2016,"APT 6, BRIGHTON HOUSE, SANDYCOVE RD",,Dublin,"�293,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.116778399999999,53.2860282,,Sandycove Road,,,County Dublin,
84,07/01/2016,"TROODOS, JORDANSTOWN, BALLOUGH",,Dublin,"�312,800.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2029486,53.54206569999999,,,Jordanstown,,County Dublin,
85,08/01/2016,"114A Ballyshannon Road, Coolock, Dublin 5",Dublin 5,Dublin,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2228748,53.3925195,5,Ballyshannon Road,Kilmore,Dublin 5,County Dublin,D05 P797
86,08/01/2016,"12 Belarmine Walk, Stepaside, Dublin 18",,Dublin,"�462,555.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.216270499999999,53.2582737,,Belarmine Avenue,,,County Dublin,
87,08/01/2016,"133 BUTTERCUP PARK, DARNDALE, DUBLIN 17",Dublin 17,Dublin,"�84,861.81",Yes,No,Second-Hand Dwelling house /Apartment,,-6.188823300000001,53.39891590000001,133,Buttercup Park,Priorswood,Dublin 17,County Dublin,D17 R670
88,08/01/2016,"139 ST BRIGIDS GROVE, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2086521,53.3803319,139,Saint Brigid's Grove,Clontarf West,Dublin 5,County Dublin,D05 X4W0
89,08/01/2016,"15 BEAU PARK CLOSE, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"�221,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1539189,53.4008551,15,Beau Park Close,,,County Dublin,D13 E1N2
90,08/01/2016,"15 the fulmar, barnageeragh cove, skerries",,Dublin,"�259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,-6.138496399999999,53.5844782,15,Fulmar,Barnageera,,County Dublin,K34 A371
91,08/01/2016,"172 CHARLOTTE QUAY DOCK, RINGSEND RD DUBLIN 4, DUBLIN",Dublin 4,Dublin,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.237002599999999,53.3428191,,Ringsend Road,,Dublin 4,County Dublin,
92,08/01/2016,"18 ST DECLANS TERRACE, MARINO, DUBLIN 3",,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2320195,53.3690036,18,Saint Declan's Terrace,Ballybough,Dublin 3,County Dublin,D03 E0K0
93,08/01/2016,"18 THE GLEN, BODEN PARK, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"�375,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2998641,53.2836401,18,The Glen,,,County Dublin,D16 K5Y2
94,08/01/2016,"19 CROTTY AVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3243314,53.31890749999999,19,Crotty Avenue,Walkinstown,,County Dublin,D12 X6R3
95,08/01/2016,"19 KILMACUD PARK, STILLORGAN, BLACKROCK",,Dublin,"�498,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2095411,53.2883698,19,Kilmacud Park,Kilmacud,,County Dublin,A94 D7D5
96,08/01/2016,"2 Ballyroan Lodge, Rathfarnham, Dublin 16",Dublin 16,Dublin,"�297,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3017251,53.287637,2,Ballyroan Heights,Templeogue,Dublin 16,County Dublin,D16 X6H0
97,08/01/2016,"2 TALBOT COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"�500,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.3658087,53.38291049999999,2,Talbot Court,,Dublin 15,County Dublin,D15 C43C
98,08/01/2016,"20 Fairhaven Road, Castleknock Road, Castleknock",Dublin 5,Dublin,"�449,339.20",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,-6.3414001,53.371515,20,Fairhaven Avenue,Ashtown,,County Dublin,D15 VW31
99,08/01/2016,"21 CHERBURY GARDENS, BOOTERSTOWN AVE, BLACKROCK",,Dublin,"�1,075,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.198678,53.3003136,21,Cherbury Gardens,Merrion,,County Dublin,A94 C9T8
100,08/01/2016,"21 FISHERMANS WHARF, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2272924,53.34404019999999,,York Road,,Dublin 4,County Dublin,
101,08/01/2016,"21 ST COLUMCILLES DR, SWORDS, DUBLIN",,Dublin,"�277,500.00",No,No,Second-Hand Dwelling house /Apartment,,-6.217960199999999,53.4588897,21,Saint Columcille's Drive,Townparks,,County Dublin,K67 Y0A2
102,08/01/2016,"21 St. Johns Drive, Clondalkin",Dublin 22,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.4074634,53.3138503,21,Saint John's Drive,Gibraltar,Dublin 22,County Dublin,D22 K3H2
103,08/01/2016,"22 CRUMLIN RD, APT, DUBLIN 12",Dublin 12,Dublin,"�80,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2946693,53.331678,22,Crumlin Road,,Dublin 12,County Dublin,D12 EW86
104,08/01/2016,"25 SHANARD RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"�302,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.256210599999999,53.39070340000001,25,Shanard Road,Whitehall,Dublin 9,County Dublin,D09 E5C7
105,08/01/2016,"27 CASTLE GATE, LORD EDWARD ST, DUBLIN 2",Dublin 2,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2689091,53.3436748,Apartment 30,Lord Edward Street,,Dublin 2,County Dublin,D02 CF44
106,08/01/2016,"27 PINEWOOD, BALLYBRACK, DUBLIN",,Dublin,"�45,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,-6.1320071,53.2554264,27,Pinewood,Glenageary,,County Dublin,A96 Y0E1
107,08/01/2016,"285 PARKLANDS, SANTRY, DUBLIN 9",Dublin 9,Dublin,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.250522600000001,53.4067866,9,Parklands,Santry,,County Dublin,
108,08/01/2016,"29 EAST WALL ROAD, FAIRVIEW, DUBLIN 3",,Dublin,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.2370302,53.3593229,29,East Wall Road,,,County Dublin,D03 C9A0
109,08/01/2016,"3 BROOKFIELD, MOUNT MERRION AVE, BLACKROCK",,Dublin,"�875,000.00",No,No,Second-Hand Dwelling house /Apartment,,-6.1876734,53.3002331,3,Brookfield,Blackrock,,County Dublin,A94 P6C1
