Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"11/01/2019","14 THE ORCHARD, MONKSTOWN VALLEY, BLACKROCK","","Dublin","€387,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","15 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15","Dublin 15","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","17 FRANKFORT AVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€951,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","17 MOUNT GARRITT RISE, TYRRELSTOWN, DUBLIN 15","","Dublin","€307,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","17 ST KEVINS RD PORTABELLO, DUBLIN 8, DUBLIN","Dublin 15","Dublin","€730,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","18 CLIFDEN TERRACE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","18 Elder Heath Walk, Elder Heath, Kiltipper Road","","Dublin","€259,911.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","194 LITTLEPACE WOODS, CLONEE, DUBLIN 15","Dublin 15","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","2 ABBEY WELL, CHAPEL RD, KINSEALY","","Dublin","€190,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","2 ENNAFORT AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€646,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","21 Upper George's Street, Dun Laoghaire","","Dublin","€472,500.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","23 MOUNT ANDREW AVE, LUCAN, DUBLIN","","Dublin","€294,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","25 RATHGEAL, DEANSRATH, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","27 APPLEWOOD AVE WEST, APPLEWOOD VILLAGE, SWORDS DUBLIN","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","27 LANDSDOWNE PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€154,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","29 BRAMLEY CRESCENT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","2H RATHBORNE DR, ASHTOWN, DUBLIN 15","Dublin 15","Dublin","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","3 CURRAGH HALL RD, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","3 STEPASIDE LANE, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€727,643.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","30 HOLLY STOWN PARK, HOLLYSTOWN, DUBLIN 15","Dublin 15","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","31 FOXBOROUGH AVE, SOUTH LUCAN, DUBLIN","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","33 THE LODGE, SEABROOK MANOR, PORTMARNOCK","Dublin 13","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","35 MOYLARAGH MEW, BALLBRIGGAN, DUBLIN","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","37 DUN EMER RD, SANDYFORD RD, DUBLIN 16","Dublin 16","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","37 TULLYHALL DR LUCAN, DUBLIN","","Dublin","€357,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","39 ST MARYS LANE, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","3A SHANOWEN CRESCENT, SANTRY, DUBLIN 9","Dublin 9","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","4 TEMPLE COURT, NORTHWOOD ESTATE, SANTRY","Dublin 9","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","42 LANNDALE LAWNS, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","43 Adamstown Park, St Helens, Adamstown","","Dublin","€308,371.23","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","460 NORTH CIRCULAR RD, DUBLIN 1","Dublin 1","Dublin","€571,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","47 CITY GATE, ST AUGUSTINE ST, DUBLIN 8","Dublin 8","Dublin","€216,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","47 LA TOUCHE ROAD, DUBLIN 12","Dublin 12","Dublin","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","47 THE BRIDGE, DUBLIN RD, SHANKILL","Dublin 18","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","5 ABBEY ST, HOWTH, DUBLIN 13","Dublin 13","Dublin","€840,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","563 NORTH CIRCULAR RD, DUBLIN 1, DUBLIN","Dublin 7","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","57 WESTBOURNE DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","61 COOLGREENA RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","62 SUTTON PARK, SUTTON, DUBLIN 13","Dublin 13","Dublin","€676,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","65 COLLEGE GATE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","7 BOYNE HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER","Dublin 1","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","74 Ardilaun Court, Sybil Hill Road, Raheny","Dublin 5","Dublin","€585,903.00","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","8 BRACKEN HILL, BLACKGLEN RD, SANDYFORD","Dublin 18","Dublin","€343,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","8 KINGSTON CRESCENT, BALLINTEER RD, DUBLIN 16","Dublin 16","Dublin","€424,760.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","8 THE WILLOW, STEPASIDE, PARKVIEW APPARTMENTS DUBLIN 18","Dublin 18","Dublin","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","80 MOUNTAIN VIEW PARK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","9 KILCROSS DR, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","9 ST PATRICKS TERRACE, MONKSTOWN FARM, DUNLAOGHAIRE","","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","98 GRATTAN LODGE, HOLE IN THE WALL ROAD, DONAMAGHMEDE","","Dublin","€401,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","Apartment 46, Wellington Court, 1 Mountjoy Street","Dublin 7","Dublin","€343,612.33","No","Yes","New Dwelling house /Apartment",""
"11/01/2019","APT 12, BLOCK E, THE STEELWORKS DUBLIN 1","Dublin 1","Dublin","€346,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","APT 1, 36 MOREHAMPTON RD, DONNYBROOK","Dublin 4","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","APT 3  4 & 5, 34 GREAT STRAND ST, DUBLIN","Dublin 1","Dublin","€526,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","APT 6 FREDERICK COURT, FREDERICK LANE APARTMENTS, DUBLIN 1","Dublin 1","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","KEWARRA, PLUNKETT AVENUE, WESTMINSTER ROAD","","Dublin","€1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","NO2 THE GROVENOR, RATHMINES, DUBLIN 6","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2019","THE MONASTERY, MOUNT ARGUS, HAROLDS CROSS","","Dublin","€4,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","1 LUTTRELL PARK DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","10 CASTLEGRANGE PARK, CASTAHEANY, DUBLIN 15","Dublin 15","Dublin","€303,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","100 OAKWOOD GROVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","105 CASINO PARK, MARINO, DUBLIN 3","Dublin 3","Dublin","€147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","11 BROOKWOOD HEIGHTS, ARTANE, DUBLIN 5","Dublin 5","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","110 ADAMSTOWN AVE, ADAMSTOWN LUCAN, DUBLIN","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","12 THE POPLARS, MONKSTOWN VALLEY, MONKSTOWN","","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","133 CHERRY AVE, SWORDS, DUBLIN","","Dublin","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","145 THE RECTORY, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","15 ENNISKERRY RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","16 Beresford Crescent, Donabate","","Dublin","€378,854.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","16 MILFORD, MALAHIDE, DUBLIN","","Dublin","€720,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","18 CARRIGMORE MANOR, CITYWEST, DUBLIN","Dublin 24","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","19 Castleland Park Close, Balbriggan","","Dublin","€255,000.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","19 COOLDRIONA COURT, MAIN ST SWORDS, SWORDS","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","19 SULLIVAN ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","2 CLYDE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€3,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","2 CORR BRIDGE TCE, CLAREMONT RD, HOWTH DUBLIN 13","Dublin 13","Dublin","€425,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","21 Grangeabbey  Abbey Road, Monkstown","","Dublin","€348,018.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","22  Temple Woods, Greenhills Road, Dublin 24","Dublin 24","Dublin","€334,801.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","25 Camden Avenue, Royal Canal Park, Ratoath Road","Dublin 15","Dublin","€400,881.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","28 CREMORE RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€647,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","29 CROSFORGE, SAGGART, CO DUBLIN","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","31 GRANGE ABBEY RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€337,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","32 THE WATERSIDE, CHARLOTTE QUAY, RINGSEND","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","39 ST JAMES AVE, CLONLIFFE RD, DUBLIN 3","Dublin 3","Dublin","€135,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","44 RUSSELL CLOSE, RUSSELL SQ, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","45 REGINALD ST, THE COOMBE, DUBLIN 8","Dublin 8","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","5 SHANLISS AVE, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","5 Somerton Copse, Somerton, Newcastle Road","","Dublin","€290,749.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","539 HOWTH RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€755,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","54 OAK RD, DONNYCARNEY, DUBLIN 9","Dublin 9","Dublin","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","6 GOLDSMITH STREET, NORTH CIRCULAR ROAD, DUBLIN 7","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","6 THE GALLOPS, MOORETOWN ST CRONINS, SWORDS","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","61 CRUMLIN RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","66 ROSEPARK, BALROTHERY, BALBRIGGAN","","Dublin","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","7 St. Helen's Downs, St. Helen's, Adamstown","","Dublin","€255,506.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2019","8 LORETO TERRACE, GRANGE RD, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","9 OLD ST, MALAHIDE, DUBLIN","","Dublin","€19,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","APT 1 2 3 4 5 and 6, 35 MONTPELLIER HILL, DUBLIN 7","Dublin 7","Dublin","€780,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","APT.156 PARK WEST POINTE, THE CRESCENT BUILDING, DUBLIN 12","Dublin 12","Dublin","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2019","MOSS COTTAGE, SANDY ROAD, RUSH","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","1 THE SYCAMORE, ELMFIELD, BALLYOGAN DUBLIN 18","Dublin 18","Dublin","€370,270.27","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","10 ALEXANDRA QUAY, YORK RD, RINGSEND DUBLIN 4","Dublin 4","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","106 CLONARD COURT, BALBRIGGAN, DUBLIN","","Dublin","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","11B Rear Cadogan Road, Fariview, Dublin","","Dublin","€370,044.05","No","Yes","New Dwelling house /Apartment",""
"15/01/2019","12 HIBERNIAN, THE GAS WORKS, BARROW ST DUBLIN 4","Dublin 4","Dublin","€403,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","135 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, RATHMINES DUBLIN 6","Dublin 6","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","16 BEECHWOOD AVE LOWER, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€1,125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","16 BRACKENSTOWN VILLAGE, SWORDS, DUBLIN","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","16 NEILSTOWN DR, NEILSTOWN, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","165 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","18 ALLEN HALL, BELGARD SQ, TALLAGHT","Dublin 24","Dublin","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","18 CARRIGLEA GARDENS, KILL AVE, DUN LAOGHAIRE","","Dublin","€426,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","190 ARDILAUN, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","20 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","224 MOYVILLE ESTATE, BALLYBODEN ROAD, RATHFARNHAM","Dublin 16","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","23 BEECHWOOD DOWNS, HARTSTOWN CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","23 MARINO PARK, DUBLIN 3, DUBLIN","Dublin 3","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","235 CLONTARF RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€676,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","25 COOLAMBER COURT, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","€390,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","251 KIMMAGE RD LOWER, DUBLIN 6W, DUBLIN","","Dublin","€888,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","27 THE ORCHARD, KILLESTER DUBLIN 5, DUBLIN","Dublin 5","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","29 Rathborne Square, Rathborne, Ashtown","Dublin 15","Dublin","€343,612.00","No","Yes","New Dwelling house /Apartment",""
"15/01/2019","3 AIRFIELD PARK, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€1,625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","3 FAIRVIEW AVE, IRISHTOWN, DUBLIN 4","Dublin 4","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","303 PALMERSTOWN WOODS, PALMERSTOWN, DUBLIN 22","Dublin 22","Dublin","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","34 OXFORD RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","34 Rathborne Walk, Royal Canal Park, Ratoath","Dublin 15","Dublin","€339,207.04","No","Yes","New Dwelling house /Apartment",""
"15/01/2019","35 RIVER VALLEY DR, SWORDS, DUBLIN","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","35 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16","Dublin 16","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","39 CLADDAGH RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","43 JOHN MCCORMACK AVE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","46 CHARNWOOD GROVE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","46 PALMERSTOWN PARK, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","5 BESSBOROUGH PARADE, RATHMINES, DUBLIN","Dublin 6","Dublin","€803,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","50  Larkfield Heath, Clay Farm, Leopardstown","","Dublin","€502,203.00","No","Yes","New Dwelling house /Apartment",""
"15/01/2019","59 ADAMSTOWN PARK, ST. HELENS, ADAMSTOWN","","Dublin","€310,572.68","No","Yes","New Dwelling house /Apartment",""
"15/01/2019","6 GREENLANDS, SUNBURY COURT, DARTRY RD DUBLIN 6","Dublin 6","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","64 HUNTERS WALK, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","7 MELVILLE CLOSE, CITYSIDE, FINGLAS","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2019","8 ELDER HEATH WALK, KILTIPPER ROAD, DUBLIN 24","Dublin 24","Dublin","€255,506.00","No","Yes","New Dwelling house /Apartment",""
