,Luas_quantity,Bus_quantity,Train_quantity,PS_quantity,SS_quantity,Garda_quantity,Price,VAT_exclusive,Longitude,Latitude,New_Dwelling_House_Apartment,Second_Hand_Dwelling_House_Apartment
15199,0,37,0,2,1,0,500000.0,1,-6.3046709000000005,53.2748619,1,0
15200,0,50,0,4,2,0,638766.0,1,-6.1426919,53.2827277,0,1
15201,0,69,0,6,1,1,562000.0,0,-6.2963258,53.3157838,0,1
15202,0,43,0,4,3,0,1961000.0,0,-6.27004,53.2990059,0,1
15203,10,123,0,10,3,2,184000.0,0,-6.275996900000001,53.3459654,0,1
15205,0,87,0,2,3,1,333000.0,0,-6.3037719,53.3275812,0,1
15207,0,24,0,0,0,0,325000.0,1,-6.407488099999999,53.35496020000001,0,1
15208,0,59,0,4,2,0,552000.0,0,-6.1389378,53.26883660000001,0,1
15209,0,27,0,3,1,0,262000.0,0,-6.3432935,53.294523100000006,0,1
15210,0,55,0,5,1,0,595000.0,0,-6.3129413,53.3072451,0,1
15211,21,353,3,9,4,3,175000.0,0,-6.261855000000001,53.3475853,0,1
15212,0,56,2,2,1,0,397000.0,0,-6.2129496,53.3265113,0,1
15213,0,54,0,4,2,0,348500.0,0,-6.1470666,53.2854203,0,1
15215,0,8,0,1,0,0,262500.0,0,-6.0931452,53.533224100000005,0,1
15216,0,42,0,2,3,1,176000.0,0,-6.317311699999999,53.395193000000006,0,1
15217,0,34,0,2,1,1,385000.0,0,-6.4498488,53.3572085,0,1
15218,0,41,0,4,1,1,402000.0,0,-6.280039299999999,53.2970519,0,1
15219,12,90,1,4,1,0,240000.0,0,-6.2884887,53.3427877,0,1
15220,0,79,0,5,3,1,351000.0,0,-6.3211266,53.3190397,0,1
15221,6,61,0,3,1,0,221000.0,0,-6.3200833,53.3416525,0,1
15222,7,157,0,3,3,0,595000.0,0,-6.254359099999999,53.3319689,0,1
15223,0,54,0,5,1,1,182000.0,0,-6.2177738,53.4624675,0,1
15224,0,19,0,2,0,0,260000.0,0,-6.3829136,53.4198454,0,1
15225,0,21,0,3,1,1,1100000.0,0,-6.1034821,53.57439,0,1
15226,0,28,0,3,1,0,290000.0,0,-6.2432963,53.447746,0,1
15227,0,25,0,4,1,0,225000.0,0,-6.4340992,53.3997705,0,1
15228,4,60,0,6,1,1,475000.0,0,-6.232101,53.2919035,0,1
15229,4,53,0,1,2,0,690000.0,0,-6.244146499999999,53.3009061,0,1
15230,6,89,0,6,1,0,320000.0,0,-6.2871773,53.3365994,0,1
15231,8,73,0,3,1,0,199999.0,0,-6.3209591,53.3377508,0,1
15232,0,41,0,1,1,0,270000.0,0,-6.1871809,53.367307,0,1
15233,16,287,1,9,3,3,250000.0,0,-6.2671782,53.344565,0,1
15234,3,86,0,7,2,0,650000.0,0,-6.2899234,53.3577432,0,1
15235,6,45,0,6,3,0,360000.0,0,-6.248055,53.3137282,0,1
15236,4,20,0,1,0,0,321500.0,0,-6.2071318,53.2535551,0,1
15237,0,17,0,0,2,0,695000.0,0,-6.0940572,53.3718809,0,1
15238,0,50,1,1,0,0,242000.0,0,-6.3223731,53.377408200000005,0,1
15239,2,51,2,4,1,1,357000.0,0,-6.2262763,53.3405071,0,1
15240,0,53,0,4,1,0,866000.0,0,-6.1703665,53.2750201,0,1
15241,0,61,0,4,1,0,185000.0,0,-6.2818352,53.3188963,0,1
15242,0,53,0,3,1,1,475000.0,0,-6.1596167,53.2623734,0,1
15243,0,40,1,5,1,1,315000.0,0,-6.3762428,53.3861464,0,1
15244,0,60,0,3,0,0,130000.0,0,-6.287425900000001,53.3977074,0,1
15245,0,6,0,1,0,0,350000.0,0,-6.139397,53.58470260000001,1,0
15246,0,12,1,3,0,0,251101.32,1,-6.468202400000001,53.3389581,0,1
15247,18,292,2,7,4,4,341000.0,0,-6.2597379,53.3539389,0,1
15248,0,67,0,4,2,1,515000.0,0,-6.2797673,53.3127926,1,0
15249,0,30,1,0,1,0,259900.0,1,-6.1563328,53.405622,0,1
15250,0,81,0,6,2,1,265000.0,0,-6.289036,53.32739720000001,0,1
15251,0,21,0,2,1,0,372000.0,0,-6.245553,53.4480622,0,1
15252,0,5,0,1,1,0,100000.0,0,-6.0793431,53.5230218,0,1
15253,8,77,0,3,1,0,201000.0,0,-6.3196543,53.3390313,0,1
15254,0,49,0,8,1,0,337000.0,0,-6.2592233,53.3733517,0,1
15255,0,27,0,2,1,0,830000.0,0,-6.1835473,53.44975279999999,1,0
15256,0,40,0,2,1,0,819383.0,1,-6.1797731,53.2789334,1,0
15257,0,42,0,3,1,0,740088.0,1,-6.126702900000001,53.26863589999999,0,1
15258,0,41,3,3,0,1,800000.0,0,-6.1280998,53.288609,0,1
15259,0,48,0,6,1,0,365000.0,0,-6.251727900000001,53.3716687,0,1
15260,2,15,0,0,0,0,455000.0,0,-6.44356,53.2773995,1,0
15261,0,30,1,0,1,0,272772.0,1,-6.1559995,53.4055135,0,1
15262,0,43,1,1,0,0,432000.0,0,-6.322595,53.37396120000001,0,1
15263,0,28,0,5,2,0,320000.0,0,-6.3660669,53.3527304,0,1
15264,0,28,0,1,1,0,485000.0,0,-6.4721657,53.354367700000005,1,0
15265,4,28,0,3,0,0,259911.88,1,-6.4208620000000005,53.2882934,0,1
15266,0,8,0,2,0,0,253000.0,0,-6.2085403,53.6158385,0,1
15267,0,0,0,0,0,0,251000.0,0,-6.3516916,53.5270476,1,0
15268,0,25,0,3,2,0,290748.0,1,-6.4391348,53.3961029,0,1
15269,0,74,3,3,2,1,620000.0,0,-6.2294568,53.3326922,0,1
15270,0,22,2,10,1,0,280000.0,0,-6.1526904,53.38836189999999,0,1
15271,0,45,0,1,4,0,337000.0,0,-6.1751017,53.3976517,1,0
15272,0,25,0,3,2,0,334801.0,1,-6.4391348,53.3961029,0,1
15273,6,103,3,2,2,0,415000.0,0,-6.2366343,53.3425769,0,1
15274,0,37,0,4,1,1,265000.0,0,-6.1969415,53.6089149,0,1
15275,0,22,0,2,0,0,340000.0,0,-6.426381200000001,53.4055551,0,1
15276,0,21,0,3,1,1,290000.0,0,-6.1670859,53.5219087,0,1
15277,0,32,1,4,2,1,200000.0,0,-6.4052233,53.3416825,0,1
15278,0,39,0,5,2,0,305000.0,0,-6.3560945,53.2799885,1,0
15279,0,18,0,1,0,0,383260.0,1,-6.3256086,53.2693066,0,1
15280,0,22,0,0,0,1,450000.0,0,-6.120561299999999,53.2271325,0,1
15281,4,62,0,4,1,0,540000.0,0,-6.2312602,53.2831563,0,1
15282,0,50,0,5,3,1,695000.0,0,-6.2894916,53.2933569,0,1
15283,0,50,0,9,1,1,230000.0,0,-6.25755,53.400359,0,1
15284,0,44,0,0,0,0,235000.0,0,-6.3163342,53.3766852,0,1
15285,0,64,0,4,2,0,950000.0,0,-6.2075672,53.2900632,1,0
15286,4,14,0,1,0,0,502203.0,1,-6.1999193,53.2581755,1,0
15287,0,20,0,0,0,0,255507.6,1,-6.2023934,53.441030700000006,0,1
15288,0,55,0,2,3,0,400000.0,0,-6.2388957000000005,53.382704700000005,0,1
15289,6,75,0,5,4,0,950000.0,0,-6.251023,53.322212,0,1
15290,4,31,0,1,1,0,515000.0,0,-6.2138179,53.2607985,1,0
15291,0,37,1,1,2,0,229074.0,1,-6.140003599999999,53.40163100000001,1,0
15292,0,13,1,3,0,0,237885.0,1,-6.4674846,53.3392471,1,0
15293,0,17,1,0,1,0,277533.0,1,-6.39457,53.3697047,0,1
15295,0,24,1,3,3,0,380000.0,0,-6.1957014,53.3079473,0,1
15296,3,198,3,2,2,1,330000.0,0,-6.2451648,53.34045450000001,1,0
15297,0,11,0,3,0,0,361233.48,1,-6.3761894,53.4245889,0,1
15300,0,18,0,1,0,0,361233.48,1,-6.3255184,53.2693162,0,1
15301,0,45,0,3,1,0,1960000.0,0,-6.1822254,53.2737339,0,1
15302,0,22,0,3,2,0,270000.0,0,-6.370216,53.35349670000001,0,1
15304,0,37,2,1,1,0,465000.0,0,-6.207407900000001,53.3138802,0,1
15305,6,56,0,4,1,1,205000.0,0,-6.375344999999999,53.2868718,0,1
15306,6,26,0,1,1,0,475000.0,0,-6.1442133000000005,53.2473376,0,1
15307,2,104,0,4,2,2,575000.0,0,-6.309726,53.327435,0,1
15308,0,28,0,0,0,0,360000.0,0,-6.1110818,53.2138059,1,0
15309,0,13,0,2,1,0,325991.0,1,-6.250909,53.450623,0,1
15310,0,37,0,2,1,0,214000.0,0,-6.4079819,53.2791441,0,1
15311,4,60,0,4,1,0,780000.0,0,-6.2257594,53.2897712,1,0
15314,0,46,0,4,2,0,433000.0,0,-6.2275781,53.3812409,0,1
15315,0,23,0,1,1,0,380000.0,0,-6.160665900000001,53.3782818,0,1
15316,0,64,0,5,0,0,420000.0,0,-6.1846581,53.39006379999999,0,1
15317,0,67,0,7,3,1,246500.0,0,-6.2800722,53.324906000000006,0,1
15319,0,15,1,0,0,0,305000.0,0,-6.1459782,53.48717370000001,0,1
15320,0,59,2,6,4,0,415000.0,0,-6.2040457,53.3753861,1,0
15321,0,25,0,3,2,0,286344.0,1,-6.4391348,53.3961029,1,0
15322,4,14,0,1,0,0,466960.35,1,-6.2001258,53.2576531,0,1
15323,6,42,0,3,1,0,375000.0,0,-6.213296700000001,53.2792874,1,0
15324,0,12,1,3,0,0,255507.0,1,-6.4680008,53.339038,0,1
15325,0,21,0,2,1,0,445000.0,0,-6.185455200000001,53.4523325,0,1
15326,0,5,0,3,0,1,245000.0,0,-6.1803302,53.525014600000006,0,1
15327,0,55,0,8,1,1,380000.0,0,-6.3904871,53.3218006,0,1
15328,0,26,0,1,1,0,295000.0,0,-6.217328299999999,53.2549821,0,1
15329,0,37,1,4,1,1,215000.0,0,-6.1902526,53.610201,0,1
15330,5,84,1,4,1,0,190000.0,0,-6.289731099999999,53.3530973,0,1
15332,0,69,0,4,2,0,295000.0,0,-6.1426178,53.2695666,0,1
15333,0,35,0,1,1,0,582000.0,0,-6.23474,53.2745561,0,1
15335,0,47,0,3,2,0,298000.0,0,-6.2251009,53.4675657,1,0
15336,0,41,0,0,2,0,488986.0,1,-6.3321416,53.30667239999999,1,0
15337,0,27,0,2,3,0,281938.0,1,-6.1665709,53.4046281,1,0
15338,0,12,0,3,1,0,334801.76,1,-6.3411587,53.2687206,0,1
15339,0,44,0,0,0,0,182000.0,0,-6.3175322,53.3775534,1,0
15340,0,13,1,3,0,0,246696.03,1,-6.467412,53.3394591,0,1
15341,0,48,0,3,3,1,198000.0,0,-6.316281,53.3911687,0,1
15342,8,73,0,1,1,1,370000.0,0,-6.3094157,53.3423374,0,1
15343,2,46,2,4,1,1,334000.0,0,-6.2257101,53.3422374,1,0
15344,0,16,0,0,1,0,321586.0,1,-6.4842584,53.2770179,1,0
15345,0,30,1,0,1,0,263961.0,1,-6.1559318,53.4054781,0,1
15346,0,22,0,0,0,0,237000.0,0,-6.4122804,53.357997,0,1
15347,0,54,2,2,1,0,350000.0,0,-6.2121973,53.3269999,0,1
15348,0,48,0,4,1,0,780000.0,0,-6.3141456,53.2993397,0,1
15349,0,38,0,7,0,0,1092857.14,0,-6.2565018,53.4029954,0,1
15350,12,152,2,3,1,1,295000.0,0,-6.2389394,53.35023760000001,0,1
15351,0,102,0,7,2,1,325000.0,0,-6.2941008,53.3860439,0,1
15352,2,34,0,1,1,0,383000.0,0,-6.2178749,53.2575124,0,1
15353,0,43,0,4,1,0,338000.0,0,-6.2740566,53.2906586,0,1
15354,0,81,0,6,2,1,293000.0,0,-6.2907082,53.326624800000005,1,0
15355,0,15,0,1,0,0,351982.0,1,-6.1993468,53.2409425,0,1
15356,2,24,0,2,0,1,530000.0,0,-6.1501036,53.2560981,0,1
15357,0,38,0,7,0,0,1457142.86,0,-6.2565018,53.4029954,0,1
15358,0,42,0,4,5,1,200000.0,0,-6.3455367,53.3486491,0,1
15359,6,21,0,3,0,0,315000.0,0,-6.4285764,53.2831559,0,1
15360,0,24,1,0,0,0,322500.0,0,-6.4198537,53.383358400000006,0,1
15361,0,39,2,1,2,0,375000.0,0,-6.1290225,53.3933611,0,1
15362,6,85,0,1,2,1,356000.0,0,-6.3003231,53.3313674,0,1
15363,0,43,0,4,2,0,525000.0,0,-6.304278900000001,53.2909948,0,1
15364,0,32,0,5,1,0,239000.0,0,-6.4119852,53.3986522,0,1
15365,0,33,0,2,0,0,400000.0,0,-6.1333294,53.256577,0,1
15366,0,50,2,7,3,0,358000.0,0,-6.1666876,53.3949221,0,1
15367,0,45,0,1,3,0,200000.0,0,-6.3163848,53.380125,0,1
15368,6,49,0,5,1,0,290000.0,0,-6.3294623,53.3354323,0,1
15369,0,72,1,4,3,1,281000.0,0,-6.246722900000001,53.362481200000005,0,1
15370,6,30,0,2,1,0,290000.0,0,-6.20749,53.2597905,0,1
15371,3,92,0,5,1,1,455000.0,0,-6.2794112,53.3627874,1,0
15372,0,47,0,2,2,0,502203.0,1,-6.3011508,53.2793603,0,1
15373,10,105,2,2,0,0,322999.0,0,-6.2355232,53.3506128,0,1
15374,4,71,0,6,3,0,300000.0,0,-6.3324483,53.3212321,1,0
15375,0,12,1,3,0,0,246696.03,1,-6.467537999999999,53.33901899999999,0,1
15376,0,41,0,3,1,0,440000.0,0,-6.3190508,53.29991460000001,0,1
15377,0,43,1,3,1,0,368000.0,0,-6.4115549000000005,53.3860474,0,1
15378,0,48,0,2,2,0,200000.0,0,-6.3506315,53.2826873,0,1
15379,0,15,0,0,0,0,433000.0,0,-6.140573000000001,53.4928561,0,1
15380,0,50,0,3,1,0,550000.0,0,-6.2810893,53.288430700000006,0,1
15381,0,22,0,2,1,0,1350000.0,0,-6.361796599999999,53.3721104,0,1
15382,0,67,0,6,0,0,235000.0,0,-6.387634200000001,53.3994104,1,0
15383,0,45,0,4,1,0,475771.0,1,-6.267939599999999,53.2938053,1,0
15384,0,12,0,3,1,0,328700.0,1,-6.3409895,53.26857,0,1
15385,0,5,1,0,0,0,310000.0,0,-6.1557652,53.4194188,0,1
15386,0,60,1,6,0,1,595000.0,0,-6.213786499999999,53.3691248,0,1
15387,0,22,0,0,1,0,223000.0,0,-6.2003961,53.45165260000001,0,1
15388,0,63,1,4,3,1,442000.0,0,-6.234902099999999,53.363848100000006,1,0
15389,0,17,0,1,0,0,383260.0,1,-6.3261167,53.2689243,0,1
15390,2,98,0,8,1,1,615000.0,0,-6.276978,53.334626,0,1
15391,0,31,0,1,1,1,209000.0,0,-6.471070500000001,53.281940000000006,0,1
15392,0,57,0,2,1,1,235000.0,0,-6.3932206,53.3879699,0,1
15393,0,62,0,6,1,1,701000.0,0,-6.313640400000001,53.3159983,0,1
15394,6,186,2,1,3,0,700000.0,0,-6.2484408,53.3354423,1,0
15395,0,19,0,1,0,1,1237885.0,1,-6.1344853,53.23151800000001,1,0
15396,0,16,1,1,1,0,372075.0,1,-6.1101504,53.5689993,0,1
15397,0,9,0,0,0,0,660000.0,0,-6.1458927,53.4966436,0,1
15398,0,28,1,2,1,0,800000.0,0,-6.112680200000001,53.3895277,0,1
15399,0,0,0,0,0,0,585000.0,0,-6.3316318,53.5259695,0,1
15400,0,34,1,2,1,1,170000.0,0,-6.185899299999999,53.6104077,0,1
15401,4,74,0,4,2,1,210000.0,0,-6.265340599999999,53.3221424,0,1
15402,2,40,0,1,0,0,525000.0,0,-6.1928322,53.280399200000005,0,1
15403,8,78,0,4,2,1,1280000.0,0,-6.264583,53.3264529,0,1
15404,0,41,1,2,2,1,160000.0,0,-6.3953557,53.3282486,0,1
15405,0,132,2,2,2,0,1305000.0,0,-6.2393064,53.3355541,0,1
15407,0,50,0,3,1,0,280000.0,0,-6.1726627,53.2779926,0,1
15408,0,53,0,2,0,0,228000.0,0,-6.2836867,53.40158589999999,0,1
15409,6,78,1,4,2,1,290000.0,0,-6.2945416,53.34747339999999,1,0
15410,0,38,0,2,0,0,145374.0,1,-6.281083799999999,53.4052292,0,1
15411,0,69,0,9,2,1,135000.0,0,-6.264441099999999,53.394697,0,1
15412,0,57,0,5,5,0,395000.0,0,-6.2065593,53.30336139999999,1,0
15413,0,12,1,3,0,0,259911.89,1,-6.4675745,53.33858539999999,1,0
15414,0,32,2,1,0,0,559934.0,1,-6.3412301,53.3712191,0,1
15415,0,42,0,4,2,0,335000.0,0,-6.2739765,53.2929012,0,1
15416,0,69,0,3,3,1,260000.0,0,-6.2983183,53.3215926,0,1
15417,0,24,0,0,0,0,264000.0,0,-6.4083401,53.3547158,0,1
15418,4,16,0,1,0,0,335000.0,0,-6.2048313,53.2523735,0,1
15419,0,55,0,3,5,1,225000.0,0,-6.3494218,53.3401419,0,1
15420,0,53,1,8,2,0,770000.0,0,-6.1953878,53.368452600000005,0,1
15421,0,24,0,3,1,0,257500.0,0,-6.2452051,53.44556,1,0
15422,0,12,1,3,0,0,246696.03,1,-6.467630799999999,53.33902270000001,1,0
15423,0,15,1,0,0,0,356828.19,0,-6.1481805,53.4899853,0,1
15424,0,53,0,7,4,0,405000.0,0,-6.2375591,53.3711405,0,1
15425,0,61,1,7,2,0,467000.0,0,-6.2575438,53.3691755,0,1
15426,0,69,0,3,3,0,352000.0,0,-6.2977893,53.32044690000001,1,0
15427,0,38,0,2,0,0,145374.0,1,-6.280931,53.4052543,0,1
15428,0,46,2,3,0,1,560000.0,0,-6.1346724,53.2931946,0,1
15429,0,60,0,5,3,0,204000.0,0,-6.2395821,53.37527660000001,0,1
15430,0,30,0,5,2,0,283700.0,0,-6.4283489000000005,53.399355500000006,0,1
15431,0,39,1,4,0,0,371000.0,0,-6.4082731,53.3838695,0,1
15432,0,31,0,1,0,0,530000.0,0,-6.1851135,53.360400600000006,0,1
15433,0,56,1,7,2,0,385000.0,0,-6.2544102,53.3691884,0,1
15434,1,70,1,8,3,1,150000.0,0,-6.301338400000001,53.366202,0,1
15435,0,31,1,2,2,0,225000.0,0,-6.393027,53.3761683,0,1
15436,6,59,0,5,0,0,220000.0,0,-6.3850433,53.2859497,0,1
15437,8,71,0,4,2,0,310000.0,0,-6.3186233,53.33471779999999,0,1
15438,0,92,0,3,0,0,279000.0,0,-6.28386,53.3826928,0,1
15439,4,76,0,6,2,1,460000.0,0,-6.2701736,53.330174,1,0
15440,2,35,0,2,2,0,392070.48,1,-6.220176,53.2656884,1,0
15441,0,18,1,0,1,0,290748.89,1,-6.3855698,53.369325100000005,1,0
15442,6,28,0,3,0,0,281938.31,1,-6.4199852,53.28787239999999,0,1
15443,0,18,0,2,1,0,275000.0,0,-6.2351962,53.4740582,0,1
15444,2,62,0,4,1,1,175000.0,0,-6.2545793,53.2868858,0,1
15445,0,49,0,3,1,0,265000.0,0,-6.2357174,53.4609235,1,0
15446,0,26,0,1,1,1,317180.0,1,-6.4786162,53.2791029,0,1
15447,6,66,0,5,2,1,365000.0,0,-6.2635811,53.3220253,1,0
15448,0,17,1,0,1,0,237885.0,1,-6.39457,53.3697047,0,1
15449,0,58,0,2,1,1,655000.0,0,-6.1545241,53.2651174,0,1
15450,0,54,1,8,2,0,630250.0,0,-6.1982317,53.3704525,0,1
15451,0,11,0,1,0,0,685000.0,0,-6.132204,53.4446225,0,1
15452,6,64,0,4,2,1,1380000.0,0,-6.2624344,53.31948320000001,1,0
15453,0,47,0,2,2,0,506607.93,1,-6.3011508,53.2793603,0,1
15454,1,76,1,4,1,0,215000.0,0,-6.2955224,53.38040129999999,1,0
15455,0,38,0,2,0,0,145374.0,1,-6.281006400000001,53.4052419,0,1
15456,0,23,1,3,1,1,205000.0,0,-6.1940616,53.61587170000001,0,1
15457,8,102,0,5,6,1,145000.0,0,-6.258466,53.32650970000001,0,1
15458,0,23,0,3,2,0,202000.0,0,-6.441307900000001,53.3964981,1,0
15459,0,20,0,0,0,0,286343.61,1,-6.203297599999999,53.4412412,1,0
15460,0,16,0,0,1,0,358000.0,1,-6.4842584,53.2770179,1,0
15461,0,25,0,3,2,0,287610.62,1,-6.4391348,53.3961029,1,0
15462,0,49,0,2,2,0,334801.0,1,-6.187072,53.397359400000006,1,0
15463,0,38,0,2,0,0,145374.0,1,-6.280859099999999,53.405266000000005,1,0
15464,0,38,0,2,0,0,145374.0,1,-6.280791000000001,53.4052772,1,0
15465,0,20,0,0,0,0,317180.61,1,-6.202385400000001,53.4409834,0,1
15466,0,54,0,4,2,0,525000.0,0,-6.1976277,53.2903267,0,1
15467,0,40,1,2,1,0,810000.0,0,-6.115528299999999,53.27317729999999,0,1
15468,12,82,1,2,1,1,275000.0,0,-6.2961345,53.3419884,0,1
15469,15,357,2,9,4,3,1040000.0,0,-6.2634597,53.34458910000001,0,1
15470,0,64,0,6,5,1,250000.0,0,-6.3492868,53.344052000000005,0,1
15471,6,42,0,3,1,0,395500.0,0,-6.2163425000000005,53.2789698,0,1
15472,2,64,0,5,3,0,566480.3,0,-6.2084644,53.2875745,0,1
15473,4,59,0,5,1,1,165000.0,0,-6.3762619,53.2854499,0,1
15474,0,39,1,1,0,0,440000.0,0,-6.3224008000000005,53.3708218,0,1
15475,0,53,0,7,1,1,298000.0,0,-6.4004788,53.3149465,0,1
15476,0,31,1,3,1,1,575000.0,0,-6.1256174,53.23954129999999,0,1
15477,0,92,2,4,1,1,520000.0,0,-6.2352478,53.33889920000001,0,1
15478,0,31,0,4,2,0,310000.0,0,-6.3751075,53.349751600000005,0,1
15479,8,108,0,9,2,2,356000.0,0,-6.2782101,53.3430861,0,1
15480,0,46,0,7,3,0,536000.0,0,-6.309178500000001,53.2852397,1,0
15481,0,10,1,0,0,0,488987.0,1,-6.1468959000000005,53.41733879999999,1,0
15482,0,15,0,1,0,0,367841.0,1,-6.199906200000001,53.24090989999999,0,1
15483,0,16,0,2,1,0,390000.0,0,-6.2498821,53.4481995,0,1
15484,0,38,0,3,2,0,260000.0,0,-6.3497595,53.275816500000005,1,0
15485,0,18,0,1,0,0,383260.0,1,-6.3257379,53.2692361,0,1
15486,0,35,0,5,1,0,310000.0,0,-6.4328699,53.3472098,0,1
15487,0,41,1,1,2,0,240000.0,0,-6.1340426,53.39472579999999,0,1
15489,0,31,0,1,1,1,363000.0,0,-6.469679,53.2773522,0,1
15491,2,80,0,7,4,0,480000.0,0,-6.3300215,53.3224973,0,1
15492,0,21,0,3,1,1,925000.0,0,-6.1027628,53.573326,0,1
15493,0,24,1,0,0,1,456520.0,0,-6.118477700000001,53.2287721,1,0
15494,7,174,0,3,3,0,1460000.0,1,-6.2539228,53.3328579,0,1
15495,21,380,3,7,3,2,300000.0,0,-6.254933,53.34575400000001,0,1
15496,6,87,0,5,2,1,575000.0,0,-6.267106299999999,53.3293126,0,1
15497,0,46,2,2,0,0,240000.0,0,-6.1483373,53.2949608,0,1
15498,0,22,2,9,1,0,275000.0,0,-6.1530004,53.38700600000001,0,1
15499,19,369,3,11,5,3,220000.0,0,-6.261696499999999,53.3461,0,1
15500,7,118,0,4,3,1,310000.0,0,-6.2652151,53.3330811,0,1
15501,0,54,0,4,1,0,275000.0,0,-6.1650127,53.2808689,0,1
15502,0,39,0,7,2,1,550000.0,0,-6.3655331,53.35146039999999,0,1
15503,0,43,0,3,3,0,326000.0,0,-6.1709906,53.3996767,0,1
15505,0,40,0,2,1,1,259000.0,0,-6.3696151,53.3930293,0,1
15506,0,27,0,4,0,0,265000.0,0,-6.4156585,53.346186200000005,0,1
15507,0,25,0,2,2,0,370000.0,0,-6.3771473,53.3531634,0,1
15508,18,287,3,7,3,3,250000.0,0,-6.2505868,53.3525906,1,0
15509,0,37,1,1,2,0,268722.0,1,-6.140003599999999,53.40163100000001,0,1
15510,0,30,0,1,1,0,645000.0,0,-6.233582299999999,53.274626,0,1
15511,18,287,3,7,3,3,270000.0,0,-6.2505868,53.3525906,1,0
15512,0,11,1,3,0,0,273127.75,1,-6.4684258,53.3391663,0,1
15513,0,62,0,6,1,1,335000.0,0,-6.222352900000001,53.4528594,0,1
15514,0,6,0,0,0,0,222000.0,0,-6.2125822,53.6136777,0,1
15515,6,50,0,5,1,0,221000.0,0,-6.332362,53.3362762,1,0
15516,0,13,1,3,0,0,246669.0,1,-6.467352099999999,53.3390115,0,1
15517,3,80,0,9,2,0,360000.0,0,-6.287053299999999,53.3632571,1,0
15518,0,20,0,0,0,0,325000.0,1,-6.2032374,53.4411272,0,1
15519,0,65,0,3,1,1,370000.0,0,-6.1488001,53.2646941,0,1
15520,18,311,1,9,3,3,230000.0,0,-6.2660275,53.35030379999999,0,1
15521,0,29,0,2,0,0,295000.0,0,-6.4225209,53.4041825,0,1
15522,7,79,1,4,1,0,385000.0,0,-6.2896408,53.3525218,1,0
15523,0,15,0,1,0,0,361233.0,1,-6.1981194,53.2411743,0,1
15524,1,49,0,5,1,0,510000.0,0,-6.2719898,53.369637,0,1
15525,0,40,0,4,2,0,561050.0,0,-6.330373000000001,53.28315010000001,1,0
15526,0,20,0,0,0,0,315000.0,1,-6.202667400000001,53.4413588,1,0
15527,0,15,0,1,0,0,361233.0,1,-6.1981194,53.2411743,0,1
15528,6,87,0,7,3,1,230000.0,0,-6.2870911,53.3355223,1,0
15529,0,18,0,1,0,0,387665.0,1,-6.325157,53.2690576,0,1
15530,6,42,0,3,1,0,500000.0,0,-6.2163425000000005,53.2789698,1,0
15531,0,31,1,2,0,1,493752.0,1,-6.1263424,53.2345594,0,1
15532,0,87,0,2,3,1,435000.0,0,-6.3037719,53.3275812,0,1
15533,0,40,1,4,1,0,340000.0,0,-6.410059099999999,53.383162,0,1
15534,0,37,0,4,0,0,240000.0,0,-6.2069453,53.40225,1,0
15535,0,13,1,3,0,0,242300.0,1,-6.467338900000001,53.3392424,0,1
15536,0,47,0,3,3,0,710000.0,0,-6.2280041,53.3003154,0,1
15537,0,81,0,5,2,0,495000.0,0,-6.287316400000001,53.3913888,0,1
15538,0,34,0,3,1,0,537500.0,0,-6.3188242,53.2886804,0,1
15539,0,36,2,2,0,1,1460000.0,0,-6.1265872,53.2872123,1,0
15540,0,69,0,6,1,1,425000.0,1,-6.199216000000001,53.3882315,1,0
15541,0,15,0,0,0,0,242246.69,1,-6.4170003,53.2975983,1,0
15542,0,69,0,6,1,1,425000.0,1,-6.199216000000001,53.3882315,0,1
15543,4,62,0,4,2,0,915000.0,0,-6.2021568,53.28495229999999,0,1
15544,0,55,0,2,4,1,160000.0,0,-6.2881858,53.29972829999999,0,1
15545,12,102,1,8,2,2,270000.0,0,-6.2814622,53.3409163,1,0
15546,0,69,0,6,1,1,425000.0,1,-6.199216000000001,53.3882315,1,0
15547,0,21,0,2,1,1,691056.0,1,-6.4514361,53.3638947,0,1
15548,0,63,0,1,2,1,455000.0,0,-6.2731262,53.3105179,0,1
15549,0,19,1,4,1,0,490000.0,0,-6.1222146,53.5775083,0,1
15550,4,58,0,3,1,0,650000.0,0,-6.223278,53.2875416,1,0
15551,0,69,0,6,1,1,425000.0,1,-6.199216000000001,53.3882315,0,1
15552,0,45,2,9,3,0,200000.0,0,-6.15457,53.3927985,0,1
15553,0,101,0,5,2,0,193000.0,0,-6.285378700000001,53.3875198,0,1
15554,0,23,0,2,0,0,296000.0,0,-6.2537557,53.2676542,1,0
15555,0,26,0,1,1,1,348017.0,1,-6.4786343,53.278510100000005,1,0
15556,1,14,0,0,0,0,273084.0,1,-6.4164754,53.2977699,0,1
15557,0,24,0,3,2,0,145000.0,0,-6.1842945,53.4030685,0,1
15558,0,11,0,2,0,0,178000.0,0,-6.2088111,53.6130012,0,1
15559,0,55,2,5,3,0,400000.0,0,-6.193354,53.376004,0,1
15560,0,33,2,3,1,0,985000.0,0,-6.1102336,53.2780058,0,1
15561,0,37,1,2,1,0,975000.0,0,-6.1215956,53.2726322,0,1
15562,0,0,0,0,0,0,790000.0,0,-6.170349900000001,53.2300594,0,1
15563,4,54,0,3,2,0,750000.0,0,-6.2242107,53.2857769,0,1
