,Luas_quantity,Bus_quantity,Train_quantity,PS_quantity,SS_quantity,Garda_quantity,Price,VAT_exclusive,Longitude,Latitude,New_Dwelling_House_Apartment,Second_Hand_Dwelling_House_Apartment
25403,8,70,0,1,1,1,400000.0,0,-6.3093144,53.3425113,1,0
25404,0,73,0,6,4,1,788546.0,1,-6.2880704000000005,53.3121178,0,1
25405,6,102,0,11,2,1,275000.0,0,-6.2797282,53.3383511,0,1
25406,0,24,1,4,3,1,240000.0,0,-6.3979555,53.335513,0,1
25407,8,73,0,1,1,1,396441.23,0,-6.3094157,53.3423374,0,1
25408,16,215,0,10,4,2,318000.0,0,-6.269154599999999,53.3523895,0,1
25409,0,22,0,0,0,0,340000.0,0,-6.201406,53.44271460000001,0,1
25411,0,53,0,2,0,0,246696.0,1,-6.3046683,53.4005583,0,1
25412,0,47,0,3,2,0,190000.0,0,-6.3364037,53.3416784,0,1
25413,8,113,3,4,2,0,640000.0,0,-6.2378696,53.34555770000001,0,1
25414,0,28,0,4,1,1,240660.73,0,-6.1979282,53.6095043,0,1
25415,0,45,0,6,4,1,220000.0,0,-6.3686784,53.3407788,0,1
25416,6,53,0,3,1,0,247000.0,0,-6.2155688,53.2769599,1,0
25417,6,25,0,4,0,0,264300.0,1,-6.430657,53.2853307,1,0
25418,0,16,0,0,1,0,333920.0,1,-6.4842584,53.2770179,0,1
25419,4,31,0,1,0,0,1550000.0,0,-6.1814045,53.2597084,0,1
25422,0,26,1,2,2,0,462000.0,0,-6.1234353,53.2530797,0,1
25423,0,34,0,2,1,0,1500000.0,0,-6.1837847,53.2676885,0,1
25424,0,0,0,0,0,0,590000.0,0,-6.3922379000000005,53.5302274,0,1
25425,2,18,0,4,1,0,210000.0,0,-6.4183737,53.27802929999999,0,1
25426,14,203,0,8,3,2,338955.96,0,-6.2714818,53.34454100000001,0,1
25427,6,44,0,3,1,0,321000.0,0,-6.2164553,53.2784821,0,1
25428,0,38,2,2,0,1,420000.0,0,-6.137418900000001,53.295157,0,1
25429,0,51,0,3,1,1,201000.0,0,-6.3608775,53.28274449999999,0,1
25430,8,99,3,3,2,0,375000.0,0,-6.2361096,53.3454014,0,1
25431,0,15,1,1,1,0,787500.0,0,-6.113812599999999,53.2501884,0,1
25432,0,33,1,3,2,0,96000.0,0,-6.1840775,53.605932,0,1
25433,0,33,1,3,2,0,96000.0,0,-6.1840775,53.605932,0,1
25434,0,50,0,8,0,0,335000.0,0,-6.2102269,53.3996489,1,0
25435,0,34,1,5,1,1,491923.64,1,-6.2222141,53.33956510000001,0,1
25437,0,34,1,5,1,1,491923.64,1,-6.2222141,53.33956510000001,0,1
25438,0,22,0,0,1,0,250000.0,0,-6.199617099999999,53.4526909,1,0
25439,0,15,1,0,0,0,375330.0,1,-6.1454999,53.48830409999999,0,1
25440,0,10,0,2,1,0,350000.0,0,-6.405518,53.3738296,0,1
25441,2,57,0,3,1,1,285000.0,0,-6.362066,53.284301,0,1
25442,0,57,1,2,2,0,650000.0,0,-6.134666,53.2770433,1,0
25443,6,143,2,2,4,3,491923.64,1,-6.253112000000001,53.3588848,0,1
25444,0,44,0,6,0,0,235000.0,0,-6.4067958,53.3157123,0,1
25445,0,53,0,5,1,0,532000.0,0,-6.3130513,53.30720229999999,0,1
25446,0,34,0,2,2,1,360000.0,0,-6.4600178,53.3536071,0,1
25447,0,38,1,2,3,1,372000.0,0,-6.1835832,53.3021186,0,1
25448,12,88,1,2,1,1,237000.0,0,-6.3017277,53.341085,0,1
25449,0,55,0,4,0,0,260000.0,0,-6.394221099999999,53.3999572,1,0
25450,0,30,1,1,1,0,308690.0,1,-6.15674,53.405230200000005,1,0
25451,0,14,0,1,1,1,314977.97,1,-6.164123,53.531386700000006,1,0
25452,0,16,0,0,0,0,1343612.33,1,-6.0573582,53.3751238,1,0
25453,0,23,1,3,1,0,256100.0,1,-6.4362187,53.3883005,1,0
25454,0,16,0,4,0,0,224699.6,1,-6.2013414,53.6078077,0,1
25455,0,26,0,2,1,0,235000.0,0,-6.239900700000001,53.4715927,0,1
25456,0,43,0,5,3,0,540000.0,0,-6.2994892,53.2888877,0,1
25457,0,29,0,1,1,0,298000.0,0,-6.218818499999999,53.2561463,0,1
25458,0,39,0,3,3,0,362000.0,0,-6.1690494000000005,53.4006583,1,0
25459,0,43,0,3,1,0,647577.08,1,-6.1295496,53.267783400000006,1,0
25460,4,14,0,1,0,0,436123.0,1,-6.1994483,53.258015,0,1
25461,0,86,0,6,5,1,305000.0,0,-6.303487400000001,53.3951122,0,1
25462,0,26,0,1,0,0,427500.0,0,-6.325271599999999,53.2721321,1,0
25463,8,81,1,5,2,0,360000.0,1,-6.290097900000001,53.3495914,0,1
25464,0,67,0,9,1,1,183000.0,0,-6.406728599999999,53.3208238,0,1
25465,0,59,0,4,4,0,295000.0,0,-6.336487,53.31760920000001,0,1
25466,0,39,1,5,1,1,436500.0,0,-6.3747259000000005,53.3822442,0,1
25467,0,33,0,2,1,0,237000.0,0,-6.3162415,53.2821873,1,0
25468,0,32,2,1,0,0,550660.8,1,-6.3393848,53.372004,0,1
25469,0,59,0,3,1,0,620000.0,0,-6.1665945,53.2779035,0,1
25470,0,30,1,5,3,0,220000.0,0,-6.4327933,53.39282370000001,0,1
25471,13,139,0,7,3,1,200000.0,0,-6.274621700000001,53.3509105,0,1
25472,0,57,0,8,1,1,239500.0,0,-6.384283900000001,53.3198105,0,1
25474,0,36,1,4,1,1,271000.0,0,-6.1952129000000005,53.6099736,1,0
25475,0,4,0,2,1,0,330396.48,1,-6.4706152,53.3473602,0,1
25476,0,45,0,6,1,0,360000.0,0,-6.223813900000001,53.3794302,1,0
25477,0,4,0,2,1,0,330396.48,1,-6.4706566,53.3473198,0,1
25478,0,39,0,6,1,1,545000.0,0,-6.3133835,53.3656282,0,1
25479,0,41,0,3,3,0,218000.0,0,-6.1654358,53.4011382,0,1
25480,0,31,0,5,1,0,290000.0,0,-6.4165303,53.394354500000006,1,0
25481,4,28,0,4,1,0,280915.0,1,-6.4212349,53.28638170000001,0,1
25483,0,52,0,4,0,0,221000.0,0,-6.3987573,53.39520970000001,0,1
25484,8,49,0,6,2,0,173644.32,0,-6.3267407,53.3333931,0,1
25486,0,47,0,2,2,0,524229.07,1,-6.3011508,53.2793603,0,1
25487,0,25,0,3,2,0,225000.0,0,-6.438731,53.39605,0,1
25488,0,33,0,4,2,0,355000.0,0,-6.339368,53.2725501,1,0
25489,0,15,0,0,1,0,409691.0,1,-6.3830147,53.3687294,0,1
25490,0,27,0,2,2,0,198000.0,0,-6.232677,53.471163,1,0
25491,0,19,0,0,0,0,224626.0,1,-6.4177279,53.2973231,0,1
25492,0,68,0,9,1,1,170000.0,0,-6.2717328000000006,53.3987297,0,1
25493,0,79,0,5,2,1,290000.0,0,-6.3091652,53.3194153,0,1
25494,0,66,0,6,2,2,380000.0,0,-6.257932299999999,53.3892485,0,1
25495,4,46,0,2,2,0,415000.0,0,-6.2492502,53.30600989999999,0,1
25496,0,75,0,5,2,1,245000.0,0,-6.2769066,53.3135899,0,1
25497,5,135,0,9,3,1,529300.0,0,-6.2701993,53.3362327,0,1
25498,2,31,0,1,1,0,510000.0,0,-6.2188787,53.25737879999999,0,1
25499,0,73,0,2,0,0,370000.0,0,-6.275435400000001,53.3846582,0,1
25500,0,45,0,2,2,0,440000.0,0,-6.267027099999999,53.2833394,1,0
25501,0,18,1,2,1,0,264273.0,1,-6.4378908,53.3878399,0,1
25502,7,157,0,3,3,0,550000.0,0,-6.254359099999999,53.3319689,0,1
25503,0,87,0,3,1,0,220000.0,0,-6.2895667,53.38109420000001,1,0
25504,4,28,0,4,1,0,281937.0,1,-6.4211982,53.2864274,0,1
25505,0,66,0,4,0,0,360000.0,0,-6.185684999999999,53.3899889,1,0
25506,0,3,0,1,0,0,295155.0,1,-6.1431002,53.5838309,0,1
25507,0,10,0,2,0,0,150000.0,0,-6.2094755,53.6120668,1,0
25508,0,14,0,1,0,0,343612.0,1,-6.2526126,53.451002,0,1
25509,4,62,0,4,2,0,667500.0,0,-6.2017725,53.2854546,0,1
25510,0,41,2,1,1,0,516251.0,0,-6.2081823,53.3233877,0,1
25512,0,48,0,5,2,0,656387.67,1,-6.3121784000000005,53.2971139,0,1
25513,0,70,0,6,0,1,473250.0,0,-6.2879208,53.3151256,0,1
25514,0,58,1,3,2,0,390008.0,0,-6.1547372000000005,53.2865679,0,1
25515,0,78,2,7,3,1,1400000.0,0,-6.222131500000001,53.3345706,0,1
25516,16,207,0,9,4,1,1450000.0,0,-6.2708746,53.3507425,0,1
25517,0,47,1,1,3,1,280000.0,0,-6.2199709,53.36453879999999,0,1
25518,0,28,0,2,2,0,365000.0,0,-6.179372799999999,53.3993224,0,1
25519,0,23,0,0,1,0,275000.0,0,-6.1919303,53.45209989999999,0,1
25520,0,62,0,3,3,1,407000.0,0,-6.23844,53.387709,1,0
25521,0,10,0,1,0,0,418502.0,1,-6.1345025,53.4446847,1,0
25522,0,58,1,5,1,1,414096.91,1,-6.140987,53.2857423,0,1
25523,0,17,1,2,2,0,840000.0,0,-6.117560299999999,53.248786,0,1
25524,0,71,1,4,3,1,236000.0,0,-6.2471499,53.3624894,1,0
25525,0,19,0,2,1,0,359024.22,1,-6.1641374,53.4071331,0,1
25526,0,17,0,1,0,1,1200000.0,0,-6.0613219,53.38270010000001,0,1
25527,0,24,0,0,1,0,354000.0,0,-6.1996193,53.4450978,1,0
25528,0,27,0,2,3,0,359024.22,1,-6.1665709,53.4046281,0,1
25530,0,17,0,2,1,0,280000.0,1,-6.1827956,53.5977248,0,1
25531,0,30,1,1,1,1,245000.0,0,-6.182053400000001,53.61122579999999,0,1
25533,0,50,0,4,3,0,519823.0,1,-6.305696299999999,53.2807514,0,1
25534,8,141,0,10,3,2,220000.0,0,-6.2744599,53.3441024,1,0
25535,4,29,0,1,1,0,356828.19,1,-6.2162705,53.25827370000001,0,1
25536,0,54,0,1,0,0,1450000.0,0,-6.2144045,53.3098129,0,1
25537,0,70,0,6,2,1,425000.0,0,-6.2109351,53.3880453,0,1
25538,12,121,0,7,2,1,148000.0,0,-6.2755343,53.3513618,0,1
25539,0,44,0,3,2,1,525000.0,0,-6.2981658,53.2923397,0,1
25540,0,48,2,3,0,1,880000.0,0,-6.1304385,53.2908095,0,1
25541,0,63,2,6,4,0,565000.0,0,-6.199478599999999,53.3784281,0,1
25542,0,19,0,2,0,0,277000.0,0,-6.3829136,53.4198454,1,0
25543,0,14,0,2,1,0,412036.34,1,-6.240086499999999,53.4749639,0,1
25544,0,33,1,3,1,0,500000.0,0,-6.1356747,53.39069820000001,0,1
25545,10,102,1,9,2,1,260000.0,0,-6.2834747,53.3464359,0,1
25546,0,29,0,1,1,0,555000.0,0,-6.185792299999999,53.4474652,0,1
25547,0,26,0,2,1,0,239000.0,0,-6.2352238,53.4720328,0,1
25548,0,16,1,1,1,1,600000.0,0,-6.0663472,53.385898100000006,1,0
25549,0,13,0,1,1,0,348018.0,1,-6.1345931,53.4945183,0,1
25550,10,84,0,1,1,2,515000.0,0,-6.3027151,53.3366023,0,1
25551,0,40,1,5,2,1,465000.0,0,-6.380785400000001,53.3864306,0,1
25552,0,37,2,2,1,1,400000.0,0,-6.121959700000001,53.2855762,0,1
25553,6,37,0,1,1,0,485000.0,0,-6.2111304,53.26708789999999,0,1
25554,0,24,1,4,2,1,80000.0,0,-6.4059268,53.3392678,0,1
25555,0,34,0,1,0,0,855000.0,0,-6.1820357,53.3651735,1,0
25556,0,24,0,2,1,0,352422.0,1,-6.1634191,53.40706529999999,0,1
25557,1,61,1,8,3,1,282000.0,0,-6.3009498,53.3694419,0,1
25558,0,17,0,2,1,0,344000.0,0,-6.247452099999999,53.4457971,0,1
25559,8,73,0,1,1,1,318942.0,0,-6.3101969,53.34236,0,1
25560,0,62,2,2,2,0,900000.0,0,-6.2185334,53.3238197,0,1
25561,0,50,1,1,0,0,275000.0,0,-6.3200205,53.3770759,1,0
25562,0,55,0,1,2,0,533039.0,1,-6.2695361,53.3084653,0,1
25563,0,71,0,6,1,1,470000.0,0,-6.2735736,53.3911707,0,1
25564,0,65,0,5,2,2,405000.0,0,-6.2530655,53.3945189,0,1
25565,0,26,1,1,1,0,162000.0,0,-6.3816316,53.3375515,0,1
25567,0,46,0,7,1,0,218000.0,0,-6.253318900000001,53.374949,1,0
25568,0,22,0,3,1,0,405286.0,1,-6.3415907,53.27004590000001,0,1
25569,0,82,0,5,2,0,87500.0,0,-6.2922846,53.381152,0,1
25571,0,38,1,1,0,0,280000.0,0,-6.3253808,53.3782826,0,1
25572,0,31,1,1,1,1,165000.0,0,-6.183123999999999,53.6112623,0,1
25573,4,95,0,5,0,1,200000.0,0,-6.276853,53.3615211,0,1
25574,4,20,0,1,0,0,341000.0,0,-6.20784,53.2538968,1,0
25575,0,65,0,2,2,1,647576.0,1,-6.2740739,53.3106452,0,1
25576,2,33,0,1,0,0,305000.0,0,-6.3730628,53.3195714,0,1
25577,0,3,0,3,0,0,1600000.0,0,-6.3763963,53.4294974,0,1
25579,0,68,0,7,3,1,400000.0,0,-6.3039527,53.3632649,0,1
25580,0,45,2,2,0,0,360000.0,0,-6.1458365,53.2954449,0,1
25581,0,0,0,0,0,0,415000.0,0,-6.1936925,53.4248106,0,1
25582,0,56,0,2,0,1,335000.0,0,-6.2113881,53.453096,1,0
25583,0,16,0,0,1,0,333920.0,1,-6.4842584,53.2770179,1,0
25584,0,16,1,1,1,0,436123.34,1,-6.1101504,53.5689993,1,0
25585,0,16,1,1,1,0,361233.48,1,-6.1101504,53.5689993,0,1
25586,0,69,0,4,2,0,157500.0,0,-6.1426178,53.2695666,1,0
25587,0,19,0,2,2,0,343613.0,1,-6.1698738,53.4069289,1,0
25588,0,31,0,1,1,1,427312.78,1,-6.4687128,53.278623,0,1
25589,0,43,1,3,3,2,355000.0,0,-6.402548,53.33033489999999,0,1
25590,0,34,0,4,2,0,350000.0,0,-6.426618799999999,53.397299200000006,0,1
25591,12,96,1,9,2,1,370000.0,0,-6.2787649000000005,53.3477448,0,1
25592,0,43,0,2,0,0,112500.0,0,-6.4054701,53.3856777,1,0
25593,0,14,0,2,1,0,273127.0,1,-6.2409445,53.475295,1,0
25594,0,56,0,9,1,1,339207.0,1,-6.2642887,53.4027049,0,1
25595,2,38,0,2,1,0,240150.0,0,-6.331013400000001,53.3422917,0,1
25596,8,108,0,10,2,2,223000.0,0,-6.2799839,53.3398125,0,1
25597,0,26,1,2,0,1,565670.0,0,-6.126925099999999,53.2331068,0,1
25598,4,59,0,1,3,1,225000.0,0,-6.2637152,53.316114,0,1
25599,0,40,1,2,1,0,870000.0,0,-6.1227663,53.278209,1,0
25600,0,28,1,2,1,0,682819.38,1,-6.3584191,53.3736519,0,1
25601,0,44,0,3,1,0,190000.0,0,-6.2263175,53.39524010000001,0,1
25602,6,193,0,7,3,1,280000.0,0,-6.266599299999999,53.3374547,0,1
25603,10,83,1,2,1,1,355000.0,0,-6.3001094,53.341279500000006,1,0
25604,0,45,0,4,1,0,555066.0,1,-6.267939599999999,53.2938053,0,1
25605,0,40,0,4,2,0,700000.0,0,-6.330373000000001,53.28315010000001,1,0
25606,0,32,0,2,0,0,242722.46,1,-6.3221303,53.3936757,0,1
25607,0,28,0,1,1,0,632000.0,0,-6.185770400000001,53.44867370000001,0,1
25608,0,80,1,5,2,1,395000.0,0,-6.196267,53.386706,1,0
25609,0,3,0,1,0,0,295154.0,1,-6.143202099999999,53.5838594,0,1
25610,0,6,1,0,0,0,295000.0,0,-6.1535765,53.4194156,0,1
25611,2,38,0,1,0,0,285000.0,0,-6.379188,53.3221718,0,1
25612,0,34,0,4,2,0,375000.0,0,-6.3388964,53.27278979999999,1,0
25613,0,55,0,1,2,0,506608.0,1,-6.2695361,53.3084653,0,1
25614,0,50,2,3,1,0,520000.0,0,-6.1742583,53.3884892,0,1
25615,0,36,0,4,1,0,220000.0,0,-6.3463666,53.289922,0,1
25616,0,25,1,3,2,1,1060000.0,0,-6.1557795,53.447348,0,1
25617,11,84,1,4,2,1,317000.0,0,-6.283471700000001,53.3526548,0,1
25618,0,27,1,3,2,0,198000.0,0,-6.4361857,53.393726,0,1
25619,4,74,1,2,1,0,218750.0,0,-6.2960043,53.3515058,0,1
25621,0,27,0,4,3,0,275000.0,0,-6.4275901,53.3412456,1,0
25622,0,8,0,2,1,0,325991.18,1,-6.471040400000001,53.3479132,0,1
25623,4,65,0,5,1,1,1083000.0,0,-6.2457845,53.2952417,0,1
25624,0,76,2,5,2,1,965000.0,0,-6.2247557,53.33206260000001,0,1
25625,0,28,2,2,1,0,187000.0,0,-6.4271118,53.3888993,0,1
25626,10,94,1,9,2,1,250000.0,0,-6.2845184000000005,53.3464024,0,1
25627,17,339,1,10,4,3,403000.0,0,-6.2643873,53.3453532,0,1
25628,2,88,0,8,2,1,236000.0,0,-6.2750833,53.3339444,1,0
25629,0,67,0,1,2,1,484582.0,1,-6.2736001,53.3109259,0,1
25630,6,46,0,6,3,1,450000.0,0,-6.243859,53.317053,1,0
25631,0,58,1,5,1,1,462554.0,1,-6.140987,53.2857423,0,1
25632,0,54,0,3,1,0,435000.0,0,-6.226502,53.39192370000001,0,1
25633,0,56,2,4,0,1,940000.0,0,-6.2156107,53.3327109,0,1
25634,0,64,0,2,2,0,625000.0,0,-6.1554195,53.277987800000005,0,1
25636,0,38,0,2,1,0,1500000.0,0,-6.3225048,53.2886772,0,1
25637,4,117,1,3,2,1,218750.0,0,-6.270425299999999,53.36050229999999,0,1
25638,0,31,1,4,2,0,310000.0,0,-6.4273099,53.3910343,1,0
25639,0,11,0,3,0,0,337004.0,1,-6.3754445,53.4247002,0,1
25640,16,252,0,10,3,3,375000.0,0,-6.2692931,53.344537800000005,0,1
25641,6,46,0,6,4,1,425000.0,0,-6.2431041,53.3166111,0,1
25642,8,82,0,5,4,1,490000.0,0,-6.2533726,53.3238111,0,1
25643,0,37,0,3,3,1,320000.0,0,-6.4414788,53.35166629999999,1,0
25644,0,14,0,1,0,0,396475.0,1,-6.252313200000001,53.4508575,0,1
25645,0,31,1,4,2,0,245000.0,0,-6.4273006,53.39108220000001,0,1
25646,0,40,0,2,2,0,470000.0,0,-6.2941389,53.2782331,0,1
25647,0,23,0,2,0,1,1150000.0,0,-6.1430746,53.445163,0,1
25648,0,20,0,3,1,1,328000.0,0,-6.1086672,53.58100970000001,0,1
25649,0,50,0,9,7,1,310000.0,0,-6.3585666,53.3460274,1,0
25650,4,28,0,3,0,0,320000.0,1,-6.420605999999999,53.2873836,0,1
25651,0,79,2,1,3,1,565000.0,0,-6.232361599999999,53.3298066,0,1
25652,2,35,0,2,2,0,595000.0,0,-6.2240609000000005,53.2648335,0,1
25653,0,32,1,1,1,1,172500.0,0,-6.1846516,53.610700300000005,1,0
25654,0,16,0,2,1,0,455000.0,1,-6.2422735000000005,53.4749536,0,1
25655,0,47,1,3,1,0,685000.0,0,-6.1277511,53.2424999,0,1
25656,10,102,1,9,2,1,181000.0,0,-6.2834747,53.3464359,1,0
25657,0,20,0,0,0,0,360000.0,1,-6.203871400000001,53.4413861,1,0
25658,0,19,1,3,1,0,286343.0,1,-6.4367125,53.388118000000006,0,1
25660,0,21,0,2,0,0,330000.0,0,-6.244646299999999,53.2680704,1,0
25661,0,20,1,2,1,0,290748.9,1,-6.4383153,53.388228000000005,0,1
25662,0,43,0,3,1,0,505000.0,0,-6.1850332,53.287234700000006,0,1
25663,0,23,0,3,1,0,195000.0,0,-6.436309400000001,53.4017423,0,1
25664,4,56,0,5,1,1,389109.0,0,-6.2376804,53.28358789999999,1,0
25665,0,12,1,2,2,0,320000.0,1,-6.4473693,53.39328100000001,1,0
25666,0,47,0,3,2,0,493392.07,1,-6.332429,53.3086032,1,0
25667,0,55,0,1,2,0,713656.38,1,-6.2695361,53.3084653,0,1
25668,0,25,1,3,2,0,274000.0,0,-6.4393314,53.39493149999999,0,1
25669,15,239,0,9,3,3,310000.0,0,-6.268909099999999,53.3436748,0,1
25670,0,42,0,3,1,0,535000.0,0,-6.1843409000000005,53.2874475,0,1
25671,0,19,0,0,0,0,276000.0,0,-6.2086678,53.4436418,0,1
25672,0,59,0,9,1,1,638888.0,0,-6.265125299999999,53.4003615,0,1
25673,0,56,2,4,1,1,535000.0,0,-6.2256123,53.33945179999999,0,1
25674,6,19,0,3,0,0,205000.0,0,-6.4254503,53.283956,0,1
25675,0,66,0,3,1,1,650000.0,0,-6.1494338,53.265219900000005,1,0
25676,0,8,0,2,1,0,330396.47,1,-6.47091,53.3478254,1,0
25677,0,14,0,0,0,0,303964.0,1,-6.4490356,53.27853670000001,0,1
25678,0,52,0,3,1,0,300000.0,0,-6.232027,53.44678760000001,0,1
25679,0,33,1,3,1,0,610000.0,0,-6.1120133,53.2840356,1,0
25680,0,32,1,2,0,1,593905.06,1,-6.1277419,53.23685940000001,0,1
25681,0,46,2,2,0,0,425000.0,0,-6.1460148,53.2954215,0,1
25682,6,51,0,5,1,0,230000.0,0,-6.3312928,53.33612779999999,0,1
25683,0,20,0,0,1,0,345000.0,0,-6.199661,53.4505465,1,0
25684,0,12,1,2,2,0,353964.76,1,-6.4478617,53.3937167,0,1
25685,0,34,0,2,1,0,485000.0,0,-6.121410099999999,53.2699833,0,1
25686,8,22,0,1,0,0,501000.0,0,-6.2013227,53.2625474,0,1
25687,0,69,0,4,2,0,305000.0,0,-6.1426178,53.2695666,0,1
25688,0,35,0,2,0,0,532000.0,0,-6.1326547,53.2589208,0,1
25689,0,55,2,2,0,1,400000.0,0,-6.1413293,53.291636100000005,0,1
25690,6,52,0,3,1,0,400000.0,0,-6.2107957,53.2772907,0,1
25691,0,14,1,1,1,0,907500.0,0,-6.1153065,53.2618691,0,1
25693,0,0,0,0,0,0,315000.0,0,-6.4121178,53.5794435,0,1
25694,19,359,3,7,2,2,465000.0,0,-6.25191,53.3454906,1,0
25695,0,8,0,2,1,0,320050.01,1,-6.4709615,53.347858900000006,0,1
25696,0,25,1,4,1,1,325000.0,0,-6.1595199,53.4521475,0,1
25697,0,59,0,4,3,1,320000.0,0,-6.2829572,53.30991070000001,0,1
25698,4,33,0,2,2,0,520000.0,0,-6.2175995,53.262157900000005,1,0
25699,4,28,0,3,0,0,295154.0,1,-6.4208620000000005,53.2882934,0,1
25701,0,51,0,5,1,2,366000.0,0,-6.2525934,53.3973869,0,1
25702,0,41,0,1,0,0,193000.0,0,-6.2936122,53.4062546,0,1
25703,0,62,2,0,3,1,830000.0,0,-6.2236767,53.3201949,1,0
25704,0,16,0,0,1,1,674008.81,1,-6.4527288,53.36436750000001,0,1
25705,0,59,0,9,1,1,511112.0,0,-6.265125299999999,53.4003615,0,1
25706,0,43,0,4,5,0,1350000.0,0,-6.1969783,53.299156200000006,0,1
25707,0,17,1,2,1,0,535000.0,0,-6.116778599999999,53.2489412,0,1
25708,0,41,0,2,0,0,245000.0,0,-6.3695822,53.4007874,1,0
25709,0,31,1,0,1,0,309585.0,1,-6.1558599,53.4050096,0,1
25710,0,47,1,4,0,1,620000.0,0,-6.2130325,53.3315161,0,1
25711,0,44,0,4,1,0,395000.0,0,-6.2211946,53.3736586,0,1
25712,0,48,0,3,2,0,345000.0,0,-6.3430454,53.2801704,0,1
25713,0,26,1,1,2,0,375000.0,0,-6.3850325,53.3744532,1,0
25714,0,57,0,1,2,0,792951.0,1,-6.2717248,53.3084685,1,0
25715,0,34,1,2,0,1,540000.0,1,-6.1234319,53.2362287,0,1
25716,0,17,0,0,0,0,237500.0,0,-6.2493205000000005,53.40672489999999,1,0
25717,0,37,0,2,1,0,378854.63,1,-6.305636799999999,53.27500010000001,0,1
25718,6,19,0,3,0,0,220000.0,0,-6.4254503,53.283956,0,1
25719,6,51,0,2,0,1,195000.0,0,-6.3741367,53.2894863,0,1
25720,0,38,0,3,1,0,350000.0,0,-6.366958900000001,53.275959400000005,1,0
25721,0,56,0,9,1,1,339207.04,1,-6.2640363,53.4025455,0,1
25722,2,14,0,1,0,0,270000.0,0,-6.2053879,53.2511264,1,0
25723,0,4,0,2,1,0,330396.0,1,-6.470467,53.34745329999999,0,1
25724,0,56,1,6,4,0,480000.0,0,-6.234865900000001,53.36727270000001,0,1
25725,0,22,1,3,1,1,154000.0,0,-6.1929585,53.6174158,0,1
25726,0,26,0,1,1,1,199000.0,0,-6.4773267,53.2776657,0,1
25727,0,54,0,6,2,0,470000.0,0,-6.2362697,53.3734199,0,1
25728,4,49,0,2,3,0,590000.0,0,-6.2416845,53.30602,0,1
25729,0,41,0,4,2,0,730000.0,0,-6.1778219000000005,53.2896015,0,1
25730,0,73,1,3,4,0,200000.0,0,-6.3049749,53.380645900000005,0,1
25731,0,24,0,3,0,0,590000.0,0,-6.125746299999999,53.4326695,0,1
25732,2,83,0,7,4,1,320000.0,0,-6.3266917000000005,53.32254350000001,1,0
25733,0,32,1,2,0,1,536375.0,1,-6.1274693,53.236778,0,1
25734,0,47,2,2,3,0,345000.0,0,-6.163476599999999,53.293033,0,1
25735,11,91,1,7,3,1,265000.0,0,-6.2846253,53.3481213,0,1
25736,0,33,0,4,0,0,331000.0,0,-6.438976,53.339622600000006,1,0
25737,0,12,1,2,2,0,325990.0,1,-6.447122900000001,53.39273879999999,1,0
25738,0,14,0,1,1,1,321585.0,1,-6.164123,53.531386700000006,1,0
25739,0,30,1,0,1,0,321906.0,1,-6.156445300000001,53.405139,0,1
25740,0,48,0,4,5,0,510000.0,0,-6.2044644,53.29961529999999,0,1
25741,0,67,0,4,2,1,1860000.0,0,-6.2778671,53.32172270000001,0,1
25742,0,37,0,3,1,0,115000.0,0,-6.2587806,53.2739248,0,1
25743,0,65,0,3,1,0,460000.0,0,-6.135888099999999,53.27340649999999,0,1
25744,0,11,0,1,0,0,712500.0,0,-6.134958900000001,53.4456853,0,1
25745,0,55,1,7,0,0,929000.0,0,-6.1988142,53.3660045,0,1
25746,8,113,3,4,2,0,430000.0,0,-6.2378696,53.34555770000001,1,0
25747,0,49,2,3,0,1,432500.0,1,-6.1331205,53.2905733,1,0
25748,0,14,0,2,1,0,273127.8,1,-6.241441,53.475191,0,1
25749,10,96,1,6,2,1,220000.0,0,-6.2821099,53.3502559,0,1
25750,0,54,0,5,1,1,211000.0,0,-6.2177738,53.4624675,0,1
25751,0,29,0,3,0,0,330000.0,0,-6.4431525,53.3363437,0,1
25752,8,80,0,5,4,1,1255000.0,0,-6.2540486,53.3233556,0,1
25753,0,45,0,2,2,0,410000.0,0,-6.2874944,53.2807689,0,1
25754,0,25,0,3,1,0,301000.0,0,-6.417828500000001,53.4010392,1,0
25755,4,57,0,3,2,0,396475.77,1,-6.223317400000001,53.2857583,0,1
25756,0,23,0,0,1,0,322500.0,0,-6.198208,53.4525275,0,1
25757,0,52,0,2,3,1,415000.0,0,-6.2398847,53.392057,0,1
25758,4,43,0,2,2,0,1205000.0,0,-6.243956,53.31134670000001,0,1
25759,4,65,0,7,2,1,486000.0,0,-6.2351753,53.2943823,1,0
25760,0,55,0,1,2,0,580000.0,1,-6.2695361,53.3084653,0,1
25761,8,68,0,9,4,0,280000.0,0,-6.3198793,53.3285351,1,0
25762,0,13,0,1,0,0,383259.91,1,-6.2005913,53.240573700000006,0,1
25763,2,12,0,0,0,0,270000.0,0,-6.442813500000001,53.2790375,0,1
25764,0,91,0,4,2,2,385000.0,0,-6.3111943,53.3262989,0,1
25765,0,36,1,2,2,0,220000.0,0,-6.393669999999999,53.3808168,0,1
25766,0,25,1,3,2,0,246000.0,0,-6.4393314,53.39493149999999,1,0
25767,0,46,0,4,3,0,415900.0,1,-6.306186599999999,53.280318900000005,0,1
25768,0,38,0,2,1,0,191000.0,0,-6.2267149,53.3994154,0,1
